236,atheism,4.41731e-07
236,non,5.70948e-05
236,profit,0.00125414
236,organization,3.55985e-07
237,get,0.00223502
237,large,8.62758e-05
237,circumference,1.69058e-08
237,pie,1.44059e-05
238,bakers,4.6984e-07
238,trade,1.88764e-06
238,bread,5.74563e-07
238,recipes,0.000156
238,need,0.000150958
238,know,0.241277
238,basis,7.94635e-05
239,indecisive,1.50903e-06
239,rower,5.60058e-07
239,not,0.00325545
239,choose,0.000613834
239,either,0.000590476
239,or,0.00144868
240,emotional,0.00259336
240,wedding,9.17261e-07
240,even,0.000293954
240,cake,6.14791e-05
240,tears,0.00185052
241,new,0.00191463
241,country,0.000791509
241,decided,0.000173274
241,conduct,0.00048967
241,flag,6.88623e-05
241,pole,0.00167959
242,executive,5.62578e-05
242,meetings,0.0055089
242,chairman,2.04994e-05
242,board,0.000623643
243,know,0.541176
243,donuts,3.1684e-08
243,made,0.0140678
243,grease,3.96808e-07
244,prayed,9.96251e-06
244,trigonometry,9.01869e-08
244,tests,9.08117e-07
244,hoping,0.00357615
244,sign,0.000534506
244,above,0.000265614
245,not,0.020748
245,school,6.57835e-05
245,john,1.14722e-08
245,disliked,1.79954e-08
245,just,0.0140908
245,principle,0.000815741
246,music,0.000208104
246,stores,8.30566e-05
246,seedy,6.6214e-05
246,part,2.52534e-06
246,town,0.00127732
247,magician,1.21257e-05
247,got,1.99134e-06
247,mad,0.000165815
247,pulled,0.000483548
247,hair,0.00590069
247,out,0.00776689
248,young,0.000544319
248,pine,6.88188e-05
248,sapling,3.89905e-07
248,admonished,5.34627e-06
248,father,0.0278831
248,apparently,4.77374e-09
248,naughty,5.07003e-05
249,learn,0.00106693
249,rope,5.9901e-08
249,tricks,5.02048e-07
249,taught,0.000927329
250,dropped,0.000253511
250,out,0.0336075
250,communism,6.21099e-05
250,class,1.17492e-06
250,lousy,1.85864e-06
250,marks,6.18068e-07
251,boy,0.000334479
251,instinctively,3.40978e-05
251,waves,5.02048e-07
251,people,0.000322238
251,natural,0.00137992
251,high,0.000292843
252,teacher,3.512e-05
252,having,0.000125695
252,tough,0.00234481
252,time,0.0815407
252,longs,4.85015e-08
252,end,0.000907693
252,school,0.00155763
252,days,0.000528799
253,authors,9.0892e-06
253,jail,0.000671505
253,pros,4.43405e-07
253,cons,0.276318
254,not,0.175522
254,expect,0.00958687
254,eat,0.000574146
254,fancy,1.27396e-05
254,flying,0.000791233
254,plain,0.00067388
254,food,0.000370926
255,saw,5.65483e-06
255,beaver,1.57513e-05
255,movie,1.17918e-07
255,night,0.0361392
255,best,0.0130492
255,damn,5.97182e-05
255,movie,2.70008e-07
255,ever,0.0132409
255,seen,0.151568
256,computer,0.000381153
256,slow,0.00130052
256,hurts,4.5769e-05
257,actors,4.36832e-05
257,great,0.00259491
257,movie,8.2696e-05
257,roll,0.000737774
258,man,0.00202683
258,put,0.000620472
258,name,0.0155113
258,neck,4.51902e-06
258,shirt,0.00219247
