1,atheism,4.41731e-07
1,non,5.70948e-05
1,prophet,4.70077e-08
1,organization,6.18068e-07
2,get,0.00223502
2,large,8.62758e-05
2,circumference,1.69058e-08
2,pi,3.70759e-07
3,bakers,4.6984e-07
3,trade,1.88764e-06
3,bread,5.74563e-07
3,recipes,0.000156
3,knead,4.36094e-07
3,know,0.00317724
3,basis,7.94635e-05
4,the,9.38191e-07
4,indecisive,1.50903e-06
4,rower,5.60058e-07
4,not,0.00325545
4,choose,0.000613834
4,either,0.000590476
4,oar,8.3236e-09
5,emotional,0.00259336
5,wedding,9.17261e-07
5,even,0.000293954
5,the,0.0280325
5,cake,6.14791e-05
5,tiers,1.38846e-05
6,new,0.00191463
6,country,0.000791509
6,decided,0.000173274
6,conduct,0.00048967
6,flag,6.88623e-05
6,poll,5.54705e-07
7,executive,5.62578e-05
7,meetings,0.0055089
7,chairman,2.04994e-05
7,the,0.305836
7,bored,1.33859e-05
8,know,0.541176
8,donuts,3.1684e-08
8,made,0.0140678
8,greece,6.92011e-05
9,always,1.37918e-05
9,prayed,9.96251e-06
9,trigonometry,9.01869e-08
9,tests,9.08117e-07
9,hoping,0.00357615
9,sine,2.68024e-05
9,above,0.000473031
10,not,0.020748
10,school,6.57835e-05
10,john,1.14722e-08
10,disliked,1.79954e-08
10,just,0.0140908
10,the,0.0531055
10,principal,1.02349e-05
11,music,0.000208104
11,stores,8.30566e-05
11,cd,1.79254e-05
11,part,2.36244e-06
11,town,0.00127732
12,the,9.38191e-07
12,magician,1.21257e-05
12,got,1.99134e-06
12,mad,0.000165815
12,pulled,0.000483548
12,hare,1.03822e-07
12,out,0.0017878
13,the,9.38191e-07
13,young,0.000544319
13,pine,6.88188e-05
13,sapling,3.89905e-07
13,admonished,5.34627e-06
13,father,0.0278831
13,apparently,4.77374e-09
13,knotty,4.33354e-08
14,learn,0.00106693
14,rope,5.9901e-08
14,tricks,5.02048e-07
14,taut,4.03568e-08
15,dropped,0.000253511
15,out,0.0336075
15,communism,6.21099e-05
15,class,1.17492e-06
15,lousy,1.85864e-06
15,marx,9.59786e-08
16,boy,0.000334479
16,instinctively,3.40978e-05
16,waves,5.02048e-07
16,people,0.000322238
16,natural,0.00137992
16,hi,2.41903e-07
17,teacher,3.512e-05
17,having,0.000125695
17,tough,0.00234481
17,time,0.0815407
17,longs,4.85015e-08
17,the,0.275069
17,end,0.000907693
17,the,0.487397
17,school,0.00155763
17,daze,3.35292e-05
18,authors,9.0892e-06
18,jail,0.000671505
18,prose,3.07688e-05
18,cons,2.88818e-05
19,not,0.175522
19,expect,0.00958687
19,eat,0.000574146
19,fancy,1.27396e-05
19,flying,0.000791233
19,plane,2.93594e-07
19,food,2.59159e-06
20,saw,5.65483e-06
20,beaver,1.57513e-05
20,movie,1.17918e-07
20,night,0.0361392
20,the,0.0298763
20,best,0.0130492
20,dam,1.58394e-06
20,movie,1.63418e-07
20,ever,0.0132409
20,seen,0.151568
21,computer,0.000381153
21,slow,0.00130052
21,hertz,1.79008e-07
22,the,9.38191e-07
22,actors,4.36832e-05
22,great,0.00259491
22,movie,8.2696e-05
22,role,0.000470951
23,the,9.38191e-07
23,man,0.00202683
23,put,0.000620472
23,name,0.0155113
23,the,0.451329
23,neck,4.51902e-06
23,shirt,0.00219247
23,collar,7.22494e-09
23,id,9.59786e-08
24,thieves,2.92805e-06
24,muscles,2.97743e-05
24,steal,2.39612e-08
25,actress,0.00264633
25,saw,9.58395e-07
25,strands,1.106e-05
25,gray,0.00567536
25,hair,0.0637067
25,thought,0.00205575
25,dye,2.01656e-08
26,cardboard,2.90067e-05
26,belt,2.95162e-07
26,waist,1.40062e-05
26,paper,0.000221212
27,being,3.16581e-06
27,able,0.0428925
27,fit,0.000627158
27,size,7.44687e-07
27,fourteen,4.50331e-07
27,shoes,7.88828e-07
27,quite,0.000127876
27,feet,3.70444e-07
28,the,9.38191e-07
28,mime,7.50738e-06
28,wanted,6.54159e-07
28,say,0.0226689
28,not,0.0283726
28,aloud,1.23629e-05
29,those,6.45948e-06
29,carry,0.000520998
29,buckets,7.50612e-05
29,start,1.54561e-08
29,feeling,0.00134202
29,pail,1.17364e-07
30,mans,3.1112e-07
30,home,1.79954e-08
30,castle,0.00616594
30,manor,4.07169e-05
30,speaking,2.88052e-07
31,online,0.000274406
31,poker,6.32306e-07
31,tournament,2.55632e-07
31,ended,0.00280029
31,suddenly,0.000293909
31,the,0.0238698
31,computer,0.000411391
31,cached,1.29756e-08
31,chips,9.37767e-05
32,britain,1.78781e-05
32,wet,3.49911e-05
32,place,2.38858e-06
32,the,0.380011
32,queen,0.000533465
32,long,0.0116986
32,reign,0.000222129
33,herb,8.18883e-07
33,gardeners,1.20458e-07
33,work,0.00208931
33,extra,1.70757e-05
33,get,2.6871e-06
33,thyme,1.50007e-07
34,say,0.00502904
34,bad,0.000209559
34,skin,0.000346181
34,say,0.0518257
34,pore,4.48583e-06
34,excuse,9.59786e-08
35,people,1.70036e-05
35,like,0.00210371
35,gold,0.000695513
35,paint,0.00015256
35,gilt,1.09545e-05
35,complex,6.24224e-07
36,heir,4.85257e-05
36,human,0.000224432
37,boy,6.93042e-05
37,only,0.000420018
37,got,0.0134105
37,rest,1.27207e-08
37,son,1.58663e-05
