sentenecID,sentenceType,c1,c2,maxKL
1,pun, non , organization ,2.04720220158e-06
2,pun, circumference , get ,4.02167672314e-05
3,pun, basis , bakers;bread;recipes ,3.36841570455e-05
4,pun, either , rower ,1.10371945741e-05
5,pun, cake;wedding , even ,1.84351507152e-06
6,pun, conduct;decided;flag , new ,0.00019656840418
7,pun, chairman;executive , meetings ,1.48081007616e-06
8,pun, donuts , donuts;know;made ,4.01829939022e-06
9,pun, hoping;prayed , trigonometry ,7.93339363833e-06
10,pun, not , just;school ,0.000504856352363
11,pun, music;stores , town ,0.0046042297713
12,pun, magician , got;out ,1.10093458685e-05
13,pun, admonished;apparently;father , sapling ,1.81997868429e-07
14,pun, rope , learn;tricks ,8.16878652732e-07
15,pun, class;communism , dropped ,2.91891083811e-05
16,pun, boy;instinctively;natural , people ,3.46383048226e-05
17,pun, school , end;having;teacher ,4.7194100245e-07
18,pun, authors , cons;jail ,8.61813063461e-06
19,pun, flying , not ,0.000211260370355
20,pun, beaver , best ,9.98015235826e-05
21,pun, computer , slow ,4.70283507252e-06
22,pun, great , actors;movie ,0.00319023291171
23,pun, put , id;neck;shirt ,0.000466999098419
24,pun, muscles , thieves ,9.56231388157e-05
25,pun, thought , gray;hair;strands ,0.000113135455943
26,pun, belt , cardboard ,4.32698710056e-05
27,pun, being , fourteen;shoes;size ,0.00117262413108
28,pun, say , wanted ,1.96700044336e-05
29,pun, buckets;carry , those ,8.22115240456e-06
30,pun, castle;home , speaking ,0.000280175940803
31,pun, chips , computer;online ,0.00030007604928
32,pun, britain;long;queen , wet ,0.000180114729886
33,pun, extra , gardeners;herb ,6.21364684121e-05
34,pun, excuse , skin ,1.33817572669e-05
35,pun, gold , complex;like;people ,5.90394641485e-07
36,pun, human , human ,0.0
37,pun, boy , got ,0.000422639806341
38,pun, hit;make;novice;pirates , singers ,8.14072711178e-06
39,pun, knows , bright;electrician;spark ,0.000473164500532
40,pun, fund;mayor , slash ,1.92913787218e-05
41,pun, know , boyscouts;ropes;tie ,0.000917343185681
42,pun, ask , trees ,0.000998940061132
43,pun, afraid , person;school ,7.96531011137e-06
44,pun, blind , blind;see ,0.00120553133273
45,pun, biology , whether ,0.00148776767748
46,pun, get , smell ,5.62254643008e-05
47,pun, class , stick ,0.00105139074161
48,pun, pet , very ,6.95868284557e-06
49,pun, hive , long ,0.000128350643307
50,pun, not , careful;fast ,3.59262490413e-05
51,pun, girlfriend , chef;pastry ,8.09840100235e-06
52,pun, driver;toll , insisted ,0.000103278447596
53,pun, foot , just ,8.04032714655e-05
54,pun, perform;priest;song;wrote , wrote ,9.976502637e-05
55,pun, best , mother ,9.2609428145e-07
56,pun, sure , hotel;sleep;stayed ,0.00715887923701
57,pun, celebrity , spent ,5.15397155161e-05
58,pun, clean , up ,2.62362283266e-05
59,pun, cared;church , opened ,1.18821711162e-05
60,pun, cried , woke ,9.82729929913e-06
61,pun, butcher , very ,0.000223588931179
62,pun, caught;fisherman , think ,4.10433115549e-05
63,pun, farmer;fruit;grow , brave ,0.00021082102061
64,pun, birds , parish ,5.22518227184e-05
65,pun, farm;tree , want ,0.000499737804879
66,depunned, non , organization ,2.04720220158e-06
