pairID,uniqueID,sentenceID,homophoneVersion,homophoneID,sentenceType,wordPairVersion,m1,word,m1_relatedness,m2_relatedness,unigram,m1_trigram,m2_trigram
247,44,44,a,44,pun,m1,auntie,uncles,1.798489909,-0.55978999,1.77E-06,0.0038744,0.0038744
248,44,44,a,44,pun,m1,auntie,bet,-0.827928535,0.057568964,2.18E-05,4.82E-06,4.82E-06
249,44,44,a,44,pun,m1,auntie,get,-1.015647941,-0.610300289,0.000769103,0.00442361,0.00442361
250,44,44,a,44,pun,m1,auntie,married,-0.203961453,-1.055707502,7.88E-05,0.00434599,0.00434599
251,44,44,a,44,pun,m1,auntie,upped,-0.802963762,1.005601192,4.88E-07,1.56E-07,1.56E-07
252,45,45,a,45,pun,m1,fuchsia,new,-0.870415876,0.425859064,0.000999228,2.44E-05,2.44E-05
253,45,45,a,45,pun,m1,fuchsia,years,-0.950474383,0.794137854,0.000713492,0.000103574,0.000103574
254,45,45,a,45,pun,m1,fuchsia,resolution,-0.686168064,0.401406128,2.91E-05,6.70E-06,6.70E-06
255,45,45,a,45,pun,m1,fuchsia,bankrupt,-0.980582098,0.111994684,5.80E-06,3.52E-06,3.52E-06
256,45,45,a,45,pun,m1,fuchsia,gardener,-0.025247262,-0.594976527,5.93E-06,2.70E-06,2.70E-06
257,45,45,a,45,pun,m1,fuchsia,forget,-0.843243559,-0.184145143,4.75E-05,0.000360568,0.000360568
258,45,45,a,45,pun,m1,fuchsia,past,-1.001058143,1.353347814,0.000204266,0.0118078,0.0118078
259,45,45,a,45,pun,m1,fuchsia,rely,-0.768492084,-0.828824356,2.15E-05,1.73E-05,1.73E-05
260,46,46,a,46,pun,m1,till,organic,-0.061528485,-0.622130709,1.71E-05,1.77E-05,1.77E-05
261,46,46,a,46,pun,m1,till,farms,1.384527455,-0.928333605,1.46E-05,0.00472282,0.00472282
262,46,46,a,46,pun,m1,till,like,-0.785873486,-0.154158423,0.001186943,0.00150706,0.0526563
263,47,47,a,47,pun,m1,house,real,-0.688196007,-0.617130283,0.000182773,0.000104851,0.000104851
264,47,47,a,47,pun,m1,house,estate,1.351042085,-1.028844296,4.21E-05,0.00329224,0.00329224
265,47,47,a,47,pun,m1,house,agent,-0.031082829,-0.768492084,3.43E-05,0.0285993,0.0285993
266,47,47,a,47,pun,m1,house,said,-0.757080802,-0.888097097,0.001573933,0.00739838,0.00739838
267,47,47,a,47,pun,m1,house,going,-0.330278008,0.279061587,0.000507731,0.000228197,0.401898
268,48,48,a,48,pun,m1,eire,people,-0.552208408,-0.080619354,0.000974418,4.75E-05,4.75E-05
269,48,48,a,48,pun,m1,eire,happy,-0.676615169,-0.337994211,9.14E-05,0.00147488,0.00147488
270,48,48,a,48,pun,m1,eire,time,-0.736867675,-0.512384139,0.001239318,0.0247114,0.0247114
271,48,48,a,48,pun,m1,eire,vacationing,-0.58497285,-0.773259387,4.06E-08,2.33E-08,2.33E-08
272,48,48,a,48,pun,m1,eire,ireland,0.259286594,-0.805463266,7.70E-05,1.05E-08,1.05E-08
273,48,48,a,48,pun,m1,eire,walking,-0.761443572,-0.564388988,5.10E-05,0.00020439,0.00020439
274,49,49,a,49,pun,m1,alp,people,-0.708886898,0.408733728,0.000974418,4.75E-05,4.75E-05
275,49,49,a,49,pun,m1,alp,switzerland,1.454584429,-0.725940798,1.22E-05,0.00101516,0.00101516
276,49,49,a,49,pun,m1,alp,learn,-0.89684315,0.503757112,6.55E-05,0.000706582,0.000706582
277,49,49,a,49,pun,m1,alp,ski,1.272672278,-0.475677545,7.08E-06,0.00342662,0.00342662
278,49,49,a,49,pun,m1,alp,lot,-0.581380651,-0.472152614,0.000223117,0.00675467,0.00675467
279,50,50,a,50,pun,m1,garden,scarecrows,1.197760582,0.752424307,1.14E-07,2.14E-08,2.14E-08
280,50,50,a,50,pun,m1,garden,patch,1.110548584,-0.566140103,1.32E-05,0.000109671,9.12E-05
281,51,51,a,51,pun,m1,bean,selling,-0.652661735,0.582549294,4.40E-05,4.09E-06,4.09E-06
282,51,51,a,51,pun,m1,bean,coffee,1.660317803,-0.584549235,5.04E-05,0.000413523,0.000413523
283,51,51,a,51,pun,m1,bean,perks,-0.508400531,-0.723754513,2.15E-06,3.73E-06,3.73E-06
284,51,51,a,51,pun,m1,bean,those,-0.889691066,-0.506007447,0.00069799,0.00407938,0.00407938
285,51,51,a,51,pun,m1,bean,lucky,-0.629772767,-0.132889355,3.18E-05,0.000518295,0.00805267
286,52,52,a,52,pun,m1,odor,sign,-0.476426771,0.453981087,6.51E-05,3.82E-06,3.82E-06
287,52,52,a,52,pun,m1,odor,broken,-0.64930939,-0.365706615,5.55E-05,0.000265132,0.000265132
288,52,52,a,52,pun,m1,odor,perfume,1.349460204,-0.468285923,4.24E-06,1.92E-06,1.92E-06
289,52,52,a,52,pun,m1,odor,bottle,-0.175423027,-0.531042077,3.18E-05,0.00403508,0.00403508
290,52,52,a,52,pun,m1,odor,out,-0.541483176,-0.051627798,0.001586582,0.000285262,0.000285262
291,53,53,a,53,pun,m1,watt,sign,-0.505795287,-0.116709271,6.51E-05,3.82E-06,3.82E-06
292,53,53,a,53,pun,m1,watt,please,-0.967609746,-0.889900822,0.000111563,9.83E-05,9.83E-05
293,53,53,a,53,pun,m1,watt,turn,-0.843243559,-0.19418994,0.000163905,0.00153109,0.00153109
294,53,53,a,53,pun,m1,watt,out,-0.658818661,-0.472757556,0.001586582,0.0189194,0.0189194
295,53,53,a,53,pun,m1,watt,lights,1.688947785,-0.509280299,3.53E-05,0.00210965,0.00210965
296,53,53,a,53,pun,m1,watt,thanks,-1.005784866,0.665598477,5.18E-05,1.01E-08,1.01E-08
297,54,54,a,54,pun,m1,pest,children,0.019929402,-0.453331164,0.000367204,0.000706022,0.000706022
298,54,54,a,54,pun,m1,pest,behavior,-0.451721813,0.748248245,6.34E-07,5.96E-05,0.0137098
299,55,55,a,55,pun,m1,crank,people,-0.275070284,-0.661190249,0.000974418,0.0458858,0.0458858
300,55,55,a,55,pun,m1,crank,get,-0.945886353,-0.734582003,0.000769103,0.0219218,0.0219218
301,55,55,a,55,pun,m1,crank,up,-0.027226409,-0.313578599,0.001669327,0.0191973,0.0191973
302,55,55,a,55,pun,m1,crank,work,0.065639743,-0.362394119,0.000718337,0.00880903,0.00880903
303,55,55,a,55,pun,m1,crank,dawn,-0.920411633,0.572512878,1.90E-05,3.82E-05,0.245687
304,56,56,a,56,pun,m1,leg,planes,-0.935994935,0.158193106,8.42E-06,6.83E-06,6.83E-06
305,56,56,a,56,pun,m1,leg,cramped,0.978330987,-0.466712467,3.41E-06,4.40E-05,4.40E-05
306,56,56,a,56,pun,m1,leg,passengers,-0.387229821,-0.1539718,2.03E-05,4.48E-05,4.48E-05
307,56,56,a,56,pun,m1,leg,suffer,-0.641826049,0.083408856,2.74E-05,7.36E-06,7.36E-06
308,56,56,a,56,pun,m1,leg,jet,-0.888097097,1.718372676,1.08E-05,8.25E-06,8.25E-06
309,57,57,a,57,pun,m1,decade,ten,1.564333095,-0.838154715,0.000157288,2.16E-05,2.16E-05
310,57,57,a,57,pun,m1,decade,years,1.547106667,0.713324245,0.000713492,0.0653531,0.0653531
311,57,57,a,57,pun,m1,decade,brushing,0.002236756,0.685656189,4.06E-06,6.88E-06,6.88E-06
312,57,57,a,57,pun,m1,decade,causes,-0.866769811,-0.106843409,3.67E-05,2.55E-05,2.55E-05
313,57,57,a,57,pun,m1,decade,horrible,-0.600309607,0.311556838,1.29E-05,4.90E-06,4.90E-06
314,57,57,a,57,pun,m1,decade,tooth,-0.472012752,1.114234322,5.14E-06,5.91E-06,5.91E-06
315,58,58,a,58,pun,m1,dramatic,actor,1.169871747,-0.475196786,1.61E-05,3.66E-05,3.66E-05
316,58,58,a,58,pun,m1,dramatic,quite,-0.13541323,-0.294495253,0.000318706,0.0161509,0.0161509
317,58,58,a,58,pun,m1,dramatic,right,-0.560396783,1.042524858,0.000724954,0.00228158,0.00228158
318,58,58,a,58,pun,m1,dramatic,retired,-0.868380626,-0.502520343,2.30E-05,0.00333981,0.00333981
319,58,58,a,58,pun,m1,dramatic,post,-0.235556432,0.434364099,7.45E-05,8.21E-07,8.21E-07
320,58,58,a,58,pun,m1,dramatic,stress,0.265772995,1.030537233,3.89E-05,2.72E-05,0.667041
321,58,58,a,58,pun,m1,dramatic,disorder,0.02321138,0.826936307,1.30E-05,0.000400378,0.332441
322,59,59,a,59,pun,m1,grammatic,english,1.488062983,-0.909985073,0.000183838,1.67E-06,1.67E-06
323,59,59,a,59,pun,m1,grammatic,teacher,1.192226318,-0.791296213,6.94E-05,3.34E-05,3.34E-05
324,59,59,a,59,pun,m1,grammatic,felt,-0.921998765,0.260183849,0.000210802,0.00170659,0.00170659
325,59,59,a,59,pun,m1,grammatic,odd,-0.638117648,-0.343554782,3.46E-05,0.000192326,0.000192326
326,59,59,a,59,pun,m1,grammatic,being,-0.376811204,-0.454650381,0.000703721,0.0166328,0.0166328
327,59,59,a,59,pun,m1,grammatic,fired,-0.998823601,0.747917522,1.58E-05,0.000214276,0.000214276
328,59,59,a,59,pun,m1,grammatic,post,-0.075704436,0.252779589,7.45E-05,8.07E-07,8.07E-07
329,59,59,a,59,pun,m1,grammatic,stress,-0.708221773,0.816966059,3.89E-05,4.62E-05,0.667041
330,59,59,a,59,pun,m1,grammatic,disorder,-0.789315839,0.901872606,1.30E-05,0.000400378,0.332441
331,60,60,a,60,pun,m1,hosta,garden,0.719701453,-0.684136703,8.72E-05,0.000296225,0.000296225
332,60,60,a,60,pun,m1,hosta,club,-0.318740743,-0.319810105,0.000131804,7.52E-05,7.52E-05
333,60,60,a,60,pun,m1,hosta,visited,-0.606117901,-0.802854167,3.39E-05,1.42E-05,1.42E-05
334,60,60,a,60,pun,m1,hosta,nursery,0.141802844,-1.073214091,1.41E-05,3.75E-05,3.75E-05
335,60,60,a,60,pun,m1,hosta,found,-0.526758118,-0.499352325,0.000380934,0.000716748,0.000716748
336,60,60,a,60,pun,m1,hosta,environment,-0.603326871,0.365676139,0.000103482,6.70E-05,0.0781967
337,61,61,a,61,pun,m1,dublin,irish,1.581972636,-0.55077486,4.71E-05,1.01E-07,1.01E-07
338,61,61,a,61,pun,m1,dublin,rich,0.750602733,-0.428540969,5.40E-05,0.000126182,0.000126182
339,61,61,a,61,pun,m1,dublin,capital,0.858460003,0.240717333,0.000108335,0.000421982,0.000421982
340,62,62,a,62,pun,m1,prism,optical,0.862760376,-0.785873486,7.45E-06,1.53E-05,1.53E-05
341,62,62,a,62,pun,m1,prism,scientist,0.296114396,-0.513467826,1.62E-05,5.17E-06,5.17E-06
342,62,62,a,62,pun,m1,prism,stole,-0.79161182,0.808077941,7.29E-06,0.000424978,0.000424978
343,62,62,a,62,pun,m1,prism,colleague's,-0.768492084,-0.766698457,1.63E-08,5.00E-05,5.00E-05
344,62,62,a,62,pun,m1,prism,bifocals,0.156082969,-0.073276141,7.32E-08,3.16E-07,3.16E-07
345,62,62,a,62,pun,m1,prism,sentenced,-1.030829313,1.168777351,9.80E-06,0.000385112,0.000385112
346,62,62,a,62,pun,m1,prism,three,-0.24627984,-0.901873649,0.000627195,0.0466413,0.0466413
347,62,62,a,62,pun,m1,prism,years,-0.203757048,1.082541942,0.000713492,0.132716,0.132716
348,62,62,a,62,pun,m1,prism,state,-0.743323488,0.585852523,0.000307196,0.00678829,0.00678829
349,63,63,a,63,pun,m1,fridge,plumber,-0.091764356,-0.768492084,1.70E-06,7.88E-06,7.88E-06
350,63,63,a,63,pun,m1,fridge,explained,-0.735554156,-0.624420972,5.47E-05,3.57E-05,3.57E-05
351,63,63,a,63,pun,m1,fridge,problem,-0.642296772,-0.095965802,0.000230092,0.00217942,0.00217942
352,63,63,a,63,pun,m1,fridge,kitchen,1.480104337,-0.604859562,6.17E-05,0.0014998,0.0014998
353,63,63,a,63,pun,m1,fridge,just,-0.808410373,-0.58529731,0.00101403,0.00205392,0.00205392
354,63,63,a,63,pun,m1,fridge,water,0.434760611,1.20972442,0.000276688,5.01E-05,5.01E-05
355,63,63,a,63,pun,m1,fridge,under,-0.524355,0.461293395,0.000485685,0.00155868,0.00155868
356,64,64,a,64,pun,m1,thief,robber,1.490306763,-0.232999264,1.52E-06,9.87E-06,9.87E-06
357,64,64,a,64,pun,m1,thief,baron,-0.162000844,0.33945814,6.27E-06,0.0047609,0.0047609
358,64,64,a,64,pun,m1,thief,commander,-0.436090311,1.282435225,1.53E-05,7.86E-05,7.86E-05
359,65,65,a,65,pun,m1,revolution,satellite,-0.589581762,-0.169813127,1.32E-05,2.19E-05,2.19E-05
360,65,65,a,65,pun,m1,revolution,went,-0.718832382,-0.556542663,0.00036822,0.000118547,0.000118547
361,65,65,a,65,pun,m1,revolution,orbit,0.587169324,-0.674633301,5.71E-06,0.000820135,0.000820135
362,65,65,a,65,pun,m1,revolution,january,-0.629788658,0.391177113,8.14E-05,8.50E-08,8.50E-08
363,65,65,a,65,pun,m1,revolution,1st,-0.014723459,0.162847061,1.02E-05,1.12E-05,1.12E-05
364,65,65,a,65,pun,m1,revolution,causing,0.312314307,-0.005369105,2.59E-05,1.66E-05,1.66E-05
365,65,65,a,65,pun,m1,revolution,new,0.901104107,-0.07632358,0.000999228,0.0023203,0.0023203
366,65,65,a,65,pun,m1,revolution,year's,0.90086442,0.890641509,7.32E-08,6.61E-05,6.61E-05
367,66,66,a,66,pun,m1,plants,twin,-0.38589311,-0.678366917,1.48E-05,4.52E-05,4.52E-05
368,66,66,a,66,pun,m1,plants,girls,-0.694945616,-0.292359923,7.31E-05,0.00397797,0.00397797
369,66,66,a,66,pun,m1,plants,rented,-0.735411976,-0.776725227,6.63E-06,2.58E-06,2.58E-06
370,66,66,a,66,pun,m1,plants,flora,1.641977958,-0.574013214,7.73E-06,3.37E-06,3.37E-06
371,66,66,a,66,pun,m1,plants,offices,0.339348001,-0.400514965,3.45E-05,2.86E-05,2.86E-05
372,66,66,a,66,pun,m1,plants,called,-0.853982066,-0.917305489,0.00026112,0.0018815,0.0018815
373,66,66,a,66,pun,m1,plants,business,-0.339603311,0.014473553,0.000280744,0.00102969,0.00102969
374,66,66,a,66,pun,m1,plants,sisterhood,-0.773159051,0.092858957,2.93E-07,6.56E-08,6.56E-08
375,66,66,a,66,pun,m1,plants,traveling,-1.035775607,0.251272811,9.75E-08,3.47E-05,3.47E-05
376,67,67,a,67,pun,m1,incisor,dentist,1.408438937,-0.769278744,4.45E-06,5.00E-05,5.00E-05
377,67,67,a,67,pun,m1,incisor,convicted,-0.777888144,1.153653783,1.19E-05,0.00190589,0.00190589
378,67,67,a,67,pun,m1,incisor,trading,-0.908562066,0.635210148,4.04E-05,2.45E-05,0.164959
379,68,68,a,68,pun,m1,mimes,quietest,1.238651008,-0.398265241,4.80E-07,5.09E-06,5.09E-06
380,68,68,a,68,pun,m1,mimes,burglars,-0.860241149,-0.164260357,2.45E-06,3.37E-06,3.37E-06
381,68,68,a,68,pun,m1,mimes,history,-0.77714194,-0.090787765,0.00015298,0.00152986,0.00152986
382,68,68,a,68,pun,m1,mimes,new,-0.751096084,-0.773609685,0.000999228,0.000390851,0.000390851
383,68,68,a,68,pun,m1,mimes,york,-0.556025932,-0.847554516,7.54E-05,2.27E-06,2.27E-06
384,68,68,a,68,pun,m1,mimes,city,-0.55700229,-0.491339155,0.000182879,7.52E-05,7.52E-05
385,68,68,a,68,pun,m1,mimes,newspapers,-0.902058306,-0.104841691,2.74E-05,7.74E-05,7.74E-05
386,68,68,a,68,pun,m1,mimes,called,-0.316985196,-0.645971166,0.00026112,0.00377275,0.00377275
387,68,68,a,68,pun,m1,mimes,criminal,-0.881673721,0.8967753,3.98E-05,2.54E-06,2.54E-06
388,69,69,a,69,pun,m1,glittering,tinker,-0.189314298,-0.769278744,1.20E-06,2.30E-07,2.30E-07
389,69,69,a,69,pun,m1,glittering,bell,-0.440564951,-0.687052082,2.62E-05,1.15E-05,1.15E-05
390,69,69,a,69,pun,m1,glittering,arrested,-1.094565172,0.372458385,2.79E-05,0.000550856,0.000550856
391,69,69,a,69,pun,m1,glittering,being,-0.737205823,-0.811913462,0.000703721,0.0171379,0.0171379
392,69,69,a,69,pun,m1,glittering,suspiciously,-0.250587203,-0.614673537,2.87E-06,7.84E-07,7.84E-07
393,69,69,a,69,pun,m1,glittering,high,-0.6379605,-0.686208141,0.000307407,0.004472,0.004472
394,69,69,a,69,pun,m1,glittering,end,-0.708886898,-0.76231163,0.000389673,0.00441544,0.00441544
395,69,69,a,69,pun,m1,glittering,only,-0.682024193,-0.791296213,0.001198137,0.00616306,0.00616306
396,69,69,a,69,pun,m1,glittering,fined,-0.932223603,0.78383159,8.53E-06,7.67E-06,7.67E-06
397,70,70,a,70,pun,m1,altitude,become,-0.929679135,-0.442911135,0.000239814,0.0013499,0.0013499
398,70,70,a,70,pun,m1,altitude,pilot,1.791182413,-0.149998759,2.59E-05,0.000256775,0.000256775
399,70,70,a,70,pun,m1,altitude,requires,-0.558837016,-0.386097938,4.23E-05,1.70E-05,1.70E-05
400,70,70,a,70,pun,m1,altitude,good,-0.293776516,0.893129765,0.000653102,0.0112082,0.0112082
401,71,71,a,71,pun,m1,presence,christmas,-0.049557714,1.637799199,6.94E-05,3.52E-07,3.52E-07
402,71,71,a,71,pun,m1,presence,people's,-0.0751085,-0.346341863,1.54E-07,0.0909741,0.0909741
403,72,72,a,72,pun,m1,necks,vampires,1.378436923,-1.00930888,4.39E-07,5.95E-08,5.95E-08
404,72,72,a,72,pun,m1,necks,looking,-0.338658039,0.134282838,0.000204022,0.013436,0.013436
405,72,72,a,72,pun,m1,necks,victim,-0.193476629,-0.127997301,3.06E-05,4.50E-06,0.000413612
406,73,73,a,73,pun,m1,digestion,villain,-0.855225043,0.988480057,2.45E-06,3.16E-05,3.16E-05
407,73,73,a,73,pun,m1,digestion,call,0.093892454,-0.586608055,0.000150574,2.35E-05,2.35E-05
408,73,73,a,73,pun,m1,digestion,silverware,0.138388152,-1.039672234,5.20E-07,2.90E-07,2.90E-07
409,73,73,a,73,pun,m1,digestion,weapons,-0.932214604,1.774042894,3.16E-05,1.02E-06,1.02E-06
410,73,73,a,73,pun,m1,digestion,mass,-0.578788033,0.766814076,5.72E-05,0.349239,0.349239
411,74,74,a,74,pun,m1,ream,brand,-0.883793725,-0.345707956,1.65E-05,1.70E-05,1.70E-05
412,74,74,a,74,pun,m1,ream,name,-1.040211454,-0.855225043,0.000204648,0.199439,0.199439
413,74,74,a,74,pun,m1,ream,highest,-0.661081037,-0.504438568,3.87E-05,0.000635923,0.000635923
414,74,74,a,74,pun,m1,ream,quality,-0.257446601,-0.12479741,0.000130381,0.032356,0.032356
415,74,74,a,74,pun,m1,ream,copy,0.412031456,-0.902797355,4.66E-05,7.00E-05,7.00E-05
416,74,74,a,74,pun,m1,ream,paper,0.479931977,-0.805463266,0.00013599,0.00233806,0.00233806
417,74,74,a,74,pun,m1,ream,money,-0.403558994,-0.733643118,0.000292629,0.00317606,0.00317606
418,74,74,a,74,pun,m1,ream,buy,-0.593921746,-0.540992522,9.88E-05,0.15388,0.15388
419,74,74,a,74,pun,m1,ream,crop,-0.355341607,0.332406402,1.32E-05,7.23E-05,7.23E-05
420,75,75,a,75,pun,m1,seize,get,1.359117125,0.088392161,0.000769103,0.016255,0.016255
421,76,76,a,76,pun,m1,author,made,-0.044555276,0.330747771,0.00073501,0.00499731,0.00499731
422,76,76,a,76,pun,m1,author,mario,-0.445062983,-0.58300583,4.19E-06,0.0017528,0.0017528
423,76,76,a,76,pun,m1,author,puzo's,-0.286843603,-0.943495525,8.13E-09,0.0576145,0.0576145
424,76,76,a,76,pun,m1,author,books,1.509589183,-0.209364427,0.000103734,0.000143557,0.000143557
425,76,76,a,76,pun,m1,author,required,-0.66068669,-0.500990712,0.000130788,6.39E-05,6.39E-05
426,76,76,a,76,pun,m1,author,reading,1.536248836,-0.409127505,8.60E-05,0.000814981,0.000814981
427,76,76,a,76,pun,m1,author,class,-0.399710837,-0.296974995,0.000144006,0.000105792,0.000105792
428,76,76,a,76,pun,m1,author,made,-0.35643224,-0.256753604,0.00073501,0.00541893,0.00541893
429,76,76,a,76,pun,m1,author,refuse,-0.895111923,0.703035782,1.91E-05,0.00312708,0.00312708
430,77,77,a,77,pun,m1,source,crop,0.560526118,-0.733116391,1.32E-05,0.00022366,0.00022366
431,77,77,a,77,pun,m1,source,destroyed,-0.679780332,-0.589229771,2.49E-05,0.000442173,0.000442173
432,77,77,a,77,pun,m1,source,cranberry,-0.886871738,1.288888135,6.34E-07,5.36E-08,5.36E-08
433,78,78,a,78,pun,m1,paste,use,-0.126965987,-0.227360321,0.000500366,0.00377208,0.00377208
434,78,78,a,78,pun,m1,paste,glue,0.470554486,-0.362910996,5.59E-06,9.95E-07,9.95E-07
435,78,78,a,78,pun,m1,paste,class,-0.227585055,-0.619277644,0.000144006,0.000285514,0.000285514
436,78,78,a,78,pun,m1,paste,careful,-0.800039275,-0.370146896,4.07E-05,0.00196188,0.00196188
437,79,79,a,79,pun,m1,espresso,why,-0.756463027,-0.56068931,0.000391762,4.92E-05,4.92E-05
438,79,79,a,79,pun,m1,espresso,italians,0.971203413,-0.560644721,5.13E-06,0.000856363,0.000856363
439,79,79,a,79,pun,m1,espresso,good,0.360923675,-0.604759049,0.000653102,0.00182077,0.00182077
440,79,79,a,79,pun,m1,espresso,making,-0.345588794,-0.291104455,0.000217029,0.0143694,0.0143694
441,79,79,a,79,pun,m1,espresso,coffee,1.41195608,0.393883288,5.04E-05,0.000715229,0.000715229
442,79,79,a,79,pun,m1,espresso,really,-0.650929998,-0.119510849,0.000371415,0.00116201,0.00116201
443,79,79,a,79,pun,m1,espresso,know,-0.553771418,0.152758547,0.000945917,0.00942343,0.00942343
444,80,80,a,80,pun,m1,scents,women,0.233857742,-0.057864985,0.000307196,1.05E-05,1.05E-05
445,80,80,a,80,pun,m1,scents,wear,0.268609685,-0.705919562,4.04E-05,0.00110806,0.00110806
446,80,80,a,80,pun,m1,scents,$20000,-0.773975142,8.13E-09,,,0.0121019
447,80,80,a,80,pun,m1,scents,perfume,1.363457409,0.740798005,4.24E-06,1.53E-05,1.53E-05
448,80,80,a,80,pun,m1,scents,obviously,-0.806755632,0.328876648,8.52E-05,2.61E-05,2.61E-05
449,80,80,a,80,pun,m1,scents,known,-0.530077167,1.382406289,0.000202917,0.0023602,0.0023602
450,80,80,a,80,pun,m1,scents,common,-0.46239573,0.94058882,0.000159581,0.00125101,0.00125101
901,161,161,a,1,nonpun,m1,lion,owner,-0.571221341,0.590250272,3.97E-05,9.70E-05,9.70E-05
902,161,161,a,1,nonpun,m1,lion,takes,-0.731474167,2.140015578,9.38E-05,9.49E-05,9.49E-05
904,161,161,a,1,nonpun,m1,lion,share,-0.293792505,0.499132115,0.000106685,0.754538,8.01E-05
905,161,161,a,1,nonpun,m1,lion,profits,-0.791296213,0.052052354,4.65E-05,0.00848582,0.00848582
906,161,161,a,1,nonpun,m1,lion,company,-0.477835514,1.615834465,0.000316804,0.00131253,0.00131253
907,162,162,a,2,nonpun,m1,tooth,dentist,1.92939781,-0.115504444,4.45E-06,2.27E-05,2.27E-05
908,162,162,a,2,nonpun,m1,tooth,examines,0.166825383,1.329249999,5.58E-06,4.04E-06,4.04E-06
909,162,162,a,2,nonpun,m1,tooth,time,-0.827011327,-0.388304926,0.001239318,0.122765,0.122765
910,163,163,a,3,nonpun,m1,cilia,hairlike,0.870742393,0.666319598,8.13E-09,0.00538791,0.00538791
911,163,163,a,3,nonpun,m1,cilia,projections,0.510829971,-0.594481077,3.83E-06,1.79E-05,1.79E-05
912,163,163,a,3,nonpun,m1,cilia,surface,-0.600363913,-0.690380914,7.15E-05,0.00341053,0.00341053
913,163,163,a,3,nonpun,m1,cilia,cells,0.158261651,-0.270003413,6.14E-05,9.68E-05,9.68E-05
914,164,164,a,4,nonpun,m1,heir,prince,0.398963786,0.604104081,4.69E-05,3.93E-07,3.93E-07
915,164,164,a,4,nonpun,m1,heir,william,-0.017099358,-0.650275049,6.62E-05,8.23E-08,8.23E-08
916,164,164,a,4,nonpun,m1,heir,british,0.577595328,-0.331357205,0.000285573,8.59E-07,8.59E-07
917,164,164,a,4,nonpun,m1,heir,throne,1.660920335,0.15253961,9.66E-06,6.28E-06,6.28E-06
918,165,165,a,5,nonpun,m1,clothing,food,-0.182113649,-0.350864355,0.000150688,7.98E-06,7.98E-06
919,165,165,a,5,nonpun,m1,clothing,basic,-0.094297654,-0.402797522,8.85E-05,0.000164321,0.000164321
920,165,165,a,5,nonpun,m1,clothing,necessities,0.567197155,-0.613538942,1.91E-06,0.00178136,0.00178136
921,166,166,a,6,nonpun,m1,ambiance,hotel,0.249315132,-0.197758866,9.02E-05,0.000466333,0.000466333
922,166,166,a,6,nonpun,m1,ambiance,warmth,0.826695478,-0.22732948,1.59E-05,6.72E-06,6.72E-06
923,166,166,a,6,nonpun,m1,ambiance,charm,1.886758201,-0.709936475,1.10E-05,0.0154456,0.0154456
924,167,167,a,7,nonpun,m1,perches,pigeons,1.02822175,-0.520899483,3.69E-06,3.22E-07,3.22E-07
925,167,167,a,7,nonpun,m1,perches,use,-0.38484364,-0.513068551,0.000500366,0.00526743,0.00526743
926,167,167,a,7,nonpun,m1,perches,sunny,0.25021405,-0.46684043,7.93E-06,8.37E-06,8.37E-06
927,167,167,a,7,nonpun,m1,perches,sides,-0.09162949,-0.566406858,4.99E-05,1.55E-05,1.55E-05
928,167,167,a,7,nonpun,m1,perches,roofs,0.566138544,-0.613538942,5.31E-06,1.77E-06,1.77E-06
929,168,168,a,8,nonpun,m1,reword,mayor,-0.573199986,0.356943151,1.80E-05,3.03E-05,3.03E-05
931,168,168,a,8,nonpun,m1,reword,speech,0.584501443,-0.283677554,6.20E-05,0.000674885,0.000674885
932,168,168,a,8,nonpun,m1,reword,advisors,-0.429064775,0.106717557,1.58E-06,8.00E-06,8.00E-06
933,168,168,a,8,nonpun,m1,reword,told,0.056539183,0.572020505,0.000286247,9.75E-05,9.75E-05
934,169,169,a,9,nonpun,m1,math,exam,1.639103598,-0.272153209,6.90E-06,9.97E-06,1.35E-06
935,169,169,a,9,nonpun,m1,math,school,1.023339121,-0.480627483,0.000296368,0.021741,0.021741
936,170,170,a,10,nonpun,m1,stealer,hearts,-0.14781316,0.038120318,1.18E-05,2.00E-05,2.00E-05
937,171,171,a,11,nonpun,m1,wicker,chair,1.260660602,-0.198142563,5.93E-05,2.60E-05,2.60E-05
938,171,171,a,11,nonpun,m1,wicker,made,-0.131772553,-0.314213502,0.00073501,0.00286759,0.00286759
939,172,172,a,12,nonpun,m1,spatial,good,-0.678910642,1.286348687,0.000653102,0.000960829,0.000960829
940,172,172,a,12,nonpun,m1,spatial,skills,0.120220326,1.640560498,7.31E-05,0.00296089,0.00280887
941,172,172,a,12,nonpun,m1,spatial,knows,-0.492701478,-0.156660139,6.47E-05,0.00202837,0.00202837
942,172,172,a,12,nonpun,m1,spatial,build,0.295884738,-0.416892218,5.74E-05,0.00334416,0.00334416
943,172,172,a,12,nonpun,m1,spatial,house,0.368401744,0.208673672,0.000395396,0.0179521,0.0179521
944,172,172,a,12,nonpun,m1,spatial,plans,0.26106787,-0.445998466,9.28E-05,3.99E-05,3.99E-05
945,172,172,a,12,nonpun,m1,spatial,paper,-0.801287285,-0.237063241,0.00013599,0.0182756,0.0182756
946,173,173,a,13,nonpun,m1,whirled,dancers,0.703518292,-0.501971202,6.58E-06,5.05E-07,5.05E-07
947,173,173,a,13,nonpun,m1,whirled,stage,0.217770156,0.392031489,0.000130967,0.00138309,0.00138309
948,174,174,a,14,nonpun,m1,caesars,owner,-0.316262417,-0.51539508,3.97E-05,9.70E-05,9.70E-05
