uniqueID,homophoneVersion,homophoneID,sentenceType,m1,word,m1_relatedness,m2_relatedness,unigram,m1_trigram,m2_trigram,dummy
6,a,6,pun,ambiance,paramedic,-0.892589298,0.382651093,3.09E-07,5.80E-06,5.80E-06,1
6,a,6,pun,ambiance,got,-0.57113356,-0.863688194,0.000691414,0.000168127,0.000168127,1
6,a,6,pun,ambiance,new,-0.360169455,-0.906119465,0.000999228,0.0130291,0.0130291,1
6,a,6,pun,ambiance,job,-0.696788693,0.562416838,0.000178196,0.00523224,0.00523224,1
6,a,6,pun,ambiance,chauffeur,-0.314530643,-0.390131783,2.09E-06,4.99E-05,4.99E-05,1
6,a,6,pun,ambiance,driver,-0.543925855,0.841903822,4.16E-05,3.28E-05,0.03168,1
7,a,7,pun,perches,perches,0,0,3.33E-07,2.19E-07,3.95E-05,1
7,a,7,pun,perches,pet,0.543119058,-0.331846317,1.13E-05,5.40E-05,5.40E-05,1
7,a,7,pun,perches,store,-0.725018344,1.273688022,3.49E-05,0.000558732,0.000558732,1
7,a,7,pun,perches,bird,1.191686169,-0.501370858,3.11E-05,6.08E-05,6.08E-05,1
7,a,7,pun,perches,contest,-0.590919012,-0.562537662,1.36E-05,4.43E-06,4.43E-06,1
7,a,7,pun,perches,necessary,-0.823158985,0.120207237,0.000143307,3.20E-05,0.000356732,1
8,a,8,pun,reword,reword,0,0,1.63E-08,1.16E-08,0.00187449,1
8,a,8,pun,reword,pun,-0.071790798,-0.787863724,1.02E-06,1.19E-05,1.19E-05,1
9,a,9,pun,math,math,0,0,2.60E-07,7.33E-08,0.000179789,1
9,a,9,pun,math,rubber,-0.748391508,-0.582838844,1.26E-05,0.000242318,0.000242318,1
9,a,9,pun,math,band,-0.876819151,-0.749418744,5.37E-05,0.102191,0.102191,1
9,a,9,pun,math,pistol,-0.820549264,-0.736901481,4.54E-06,1.14E-06,1.14E-06,1
9,a,9,pun,math,confiscated,-0.577110797,-0.812923943,1.73E-06,4.57E-05,4.57E-05,1
9,a,9,pun,math,algebra,1.85746101,-0.518226951,1.52E-06,7.27E-07,7.27E-07,1
9,a,9,pun,math,class,1.118197093,-0.250535633,0.000144006,5.69E-05,5.69E-05,1
9,a,9,pun,math,weapon,-0.317952911,0.460125844,1.57E-05,6.59E-05,6.59E-05,1
9,a,9,pun,math,disruption,-0.861675739,0.20398117,7.06E-06,9.43E-06,2.10E-06,1
10,a,10,pun,stealer,stealer,0,0,2.52E-07,1.49E-09,2.80E-10,1
10,a,10,pun,stealer,thief,1.548432432,0.538072559,5.80E-06,5.60E-05,5.60E-05,1
10,a,10,pun,stealer,stole,1.694467811,0.789595372,7.29E-06,0.0641827,0.0641827,1
10,a,10,pun,stealer,cutlery,-0.608574651,-0.228020166,2.47E-06,9.30E-07,9.30E-07,1
10,a,10,pun,stealer,leaving,-0.696696471,-0.827171198,7.66E-05,0.00178747,0.00178747,1
10,a,10,pun,stealer,clue,-0.367417642,-0.296696232,8.87E-06,9.02E-05,9.02E-05,1
10,a,10,pun,stealer,called,-0.73993729,-0.835115108,0.00026112,0.00180818,0.00180818,1
10,a,10,pun,stealer,stainless,-0.72768653,-0.09379566,2.50E-06,4.62E-06,4.62E-06,1
11,a,11,pun,wicker,wicker,0,0,1.68E-06,8.97E-06,8.18E-05,1
11,a,11,pun,wicker,getting,-0.802963762,-0.791296213,0.000157378,0.00070527,0.00070527,1
11,a,11,pun,wicker,pranked,-0.945886353,0.291268252,8.13E-09,0.00803361,0.00803361,1
11,a,11,pun,wicker,friends,-0.929679135,-0.555701691,0.000116952,0.00647206,0.00647206,1
11,a,11,pun,wicker,getting,-0.645101213,-0.696201398,0.000157378,0.000115448,0.000115448,1
11,a,11,pun,wicker,hit,-0.818366589,0.114935389,7.79E-05,0.000384009,0.000384009,1
11,a,11,pun,wicker,basket,1.40920629,-0.680156607,1.02E-05,0.000285154,0.000285154,1
11,a,11,pun,wicker,aron,-0.878076745,-0.754020104,1.14E-07,0.00247468,0.00247468,1
11,a,11,pun,wicker,knew,-0.853144038,-0.869254404,0.000193747,0.000160494,0.000160494,1
11,a,11,pun,wicker,sense,-0.674633301,-0.379664444,0.000171677,3.54E-05,0.0290488,1
11,a,11,pun,wicker,humor,-0.696201398,0.643750513,1.06E-07,0.0613029,0.0613029,1
12,a,12,pun,spatial,spatial,0,0,9.84E-06,2.92E-06,0.000569495,1
12,a,12,pun,spatial,aliens,-0.331103175,-0.179464204,2.86E-06,2.50E-07,2.50E-07,1
12,a,12,pun,spatial,lovable,-0.587589366,0.657898682,1.18E-06,3.98E-06,3.98E-06,1
13,a,13,pun,whirled,whirled,0,0,1.55E-06,1.61E-07,0.000622365,1
13,a,13,pun,whirled,astronaut,-0.177755161,1.200440109,7.80E-07,0.000107909,0.000107909,1
13,a,13,pun,whirled,gets,-0.753138191,-0.625352039,6.10E-05,5.91E-05,5.91E-05,1
13,a,13,pun,whirled,take,-0.7778778,-0.602837689,0.000559789,0.00200432,0.00200432,1
13,a,13,pun,whirled,turn,1.733512144,0.32137873,0.000163905,0.00412682,0.00412682,1
13,a,13,pun,whirled,traveler,-0.69952321,1.104669659,2.44E-08,4.48E-06,5.68E-06,1
14,a,14,pun,caesars,caesars,0,0,1.71E-07,5.98E-09,2.90E-05,1
14,a,14,pun,caesars,young,-0.130802016,-0.574533178,0.000260657,0.00380236,0.00380236,1
14,a,14,pun,caesars,boy,-0.347430465,-0.205619209,0.000102507,0.0286134,0.0286134,1
14,a,14,pun,caesars,brutus',1.099729391,-0.870360782,8.13E-09,0.00129238,0.00129238,1
14,a,14,pun,caesars,mother,-0.768492084,-0.804208035,0.000196283,0.000117062,0.000117062,1
14,a,14,pun,caesars,cautioned,-0.903392247,1.588185734,1.74E-06,1.64E-05,1.64E-05,1
14,a,14,pun,caesars,not,-0.787256892,-1.094772876,0.00346259,0.00299536,0.00299536,1
14,a,14,pun,caesars,run,-0.820549264,0.124706242,0.000173262,0.00180346,0.00180346,1
15,a,15,pun,launch,launch,0,0,2.52E-05,6.47E-07,1.78E-06,1
15,a,15,pun,launch,astronauts,1.866736686,-0.695418569,7.15E-07,1.02E-07,1.02E-07,1
15,a,15,pun,launch,like,-0.825180387,-0.335230617,0.001186943,0.000472291,0.000472291,1
16,a,16,pun,bloom,bloom,0,0,4.41E-06,1.67E-05,0.000182938,1
16,a,16,pun,bloom,flower,1.436927181,0.682043181,1.85E-05,0.000136395,0.000136395,1
16,a,16,pun,bloom,show,0.640303692,-0.593808778,0.000211119,0.019026,0.019026,1
16,a,16,pun,bloom,prize,-0.481246649,-0.274261135,2.53E-05,0.00137241,0.00137241,1
16,a,16,pun,bloom,ribbon,-0.507494658,0.79998026,5.19E-06,2.43E-06,0.00493645,1
17,a,17,pun,flea,flea,0,0,1.44E-06,1.49E-07,0.0155354,1
17,a,17,pun,flea,pet,1.178779019,-0.392441284,1.13E-05,2.35E-05,2.35E-05,1
17,a,17,pun,flea,store,-0.30782313,-0.05921709,3.49E-05,0.000558732,0.000558732,1
17,a,17,pun,flea,buy,-0.402777604,0.044471953,9.88E-05,7.62E-05,7.62E-05,1
17,a,17,pun,flea,dog,0.892434215,-0.450559247,6.33E-05,7.73E-05,7.73E-05,1
17,a,17,pun,flea,get,-0.789078325,0.351543999,0.000769103,0.00019186,0.00019186,1
18,a,18,pun,fillings,fillings,0,0,1.15E-06,8.53E-08,9.17E-05,1
18,a,18,pun,fillings,kind,-0.741261606,0.760959289,0.000189024,0.000280833,0.000280833,1
18,a,18,pun,fillings,dentist,1.696305434,-0.227316991,4.45E-06,0.000201085,0.000201085,1
19,a,19,pun,salivation,salivation,0,0,1.71E-07,9.66E-08,6.53E-06,1
19,a,19,pun,salivation,bell,0.318681874,-0.358648754,2.62E-05,5.71E-07,5.71E-07,1
19,a,19,pun,salivation,bark,-0.603036147,-0.518201998,4.67E-06,3.60E-06,3.60E-06,1
19,a,19,pun,salivation,kennel,-0.12174292,-0.852195938,1.45E-06,5.75E-07,5.75E-07,1
19,a,19,pun,salivation,novel,-0.9744652,-0.463107148,3.32E-05,0.000451063,0.000451063,1
19,a,19,pun,salivation,ivan,-0.890851734,-0.855225043,4.54E-06,3.35E-09,3.35E-09,1
19,a,19,pun,salivation,pavlov,0.539515988,0.155029846,9.84E-07,0.0430161,0.0430161,1
19,a,19,pun,salivation,chronicles,-0.658279818,-0.43002334,1.19E-06,6.43E-07,6.43E-07,1
19,a,19,pun,salivation,birth,-0.35454071,0.238622737,4.12E-05,0.000129394,0.000129394,1
19,a,19,pun,salivation,army,0.091829622,0.114838662,9.02E-05,4.17E-05,4.30E-06,1
20,a,20,pun,orifice,orifice,0,0,4.31E-07,8.26E-07,0.00143566,1
20,a,20,pun,orifice,dentists,0.194547375,1.238488039,2.38E-06,2.32E-07,2.32E-07,1
20,a,20,pun,orifice,like,-0.855225043,-0.964779109,0.001186943,0.0142077,0.0142077,1
20,a,20,pun,orifice,hard,-0.497426638,-0.360273011,0.000179481,0.000703352,0.000703352,1
20,a,20,pun,orifice,day,-0.740043375,0.26177945,0.000484189,0.0281796,0.0281796,1
21,a,21,pun,braille,braille,0,0,1.03E-06,7.10E-08,4.51E-07,1
21,a,21,pun,braille,even,-0.801476003,-0.768492084,0.000706388,3.67E-05,3.67E-05,1
21,a,21,pun,braille,ashley,-0.506866596,-0.318165828,8.55E-06,0.00274991,0.00274991,1
21,a,21,pun,braille,blind,1.534468703,-0.999925399,2.45E-05,0.000108825,0.000108825,1
21,a,21,pun,braille,under,-0.9624971,-0.794120045,0.000485685,0.000278334,0.000278334,1
21,a,21,pun,braille,arrest,-0.791296213,1.722882404,1.72E-05,0.000540865,0.000540865,1
21,a,21,pun,braille,still,-0.560659136,-0.84409879,0.000580957,0.00315405,0.00315405,1
21,a,21,pun,braille,hope,-0.622885758,-0.291239755,0.000138153,8.12E-06,8.12E-06,1
21,a,21,pun,braille,out,-0.109953666,1.523096169,0.001586582,0.00285679,0.00285679,1
22,a,22,pun,sperm,sperm,0,0,3.45E-06,7.27E-06,2.09E-05,1
22,a,22,pun,sperm,even,-1.09733531,-1.025309695,0.000706388,3.67E-05,3.67E-05,1
22,a,22,pun,sperm,contributes,-0.395011074,-0.491900541,4.36E-06,6.20E-06,6.20E-06,1
22,a,22,pun,sperm,either,-0.686619962,-0.686796655,0.000217281,8.01E-05,8.01E-05,1
22,a,22,pun,sperm,x,-0.488115664,-1.020847887,5.29E-05,2.09E-05,2.09E-05,1
22,a,22,pun,sperm,y,0.630654036,-0.553105246,3.07E-05,0.221515,0.221515,1
22,a,22,pun,sperm,chromosome,1.240840569,-0.698370281,3.57E-06,2.63E-06,2.63E-06,1
22,a,22,pun,sperm,father,1.214549809,-0.828776304,0.000182887,0.000640227,0.000640227,1
22,a,22,pun,sperm,chooses,-0.782835074,-0.649524509,4.79E-06,1.22E-06,1.22E-06,1
22,a,22,pun,sperm,sex,1.793568014,0.994719349,6.60E-05,7.33E-05,7.33E-05,1
22,a,22,pun,sperm,child,1.20202566,-0.695449385,0.000189301,0.000438705,0.000438705,1
22,a,22,pun,sperm,just,-0.705919562,-0.960892804,0.00101403,0.0136544,0.0136544,1
22,a,22,pun,sperm,moment,-0.456345808,1.80293771,0.000167247,0.000534063,0.000534063,1
22,a,22,pun,sperm,decision,-0.340387368,-0.151593384,0.000133243,4.01E-06,4.01E-06,1
23,a,23,pun,grime,grime,0,0,9.59E-07,1.73E-07,0.000589605,1
23,a,23,pun,grime,children,-0.248805238,-0.807717991,0.000367204,0.00102898,0.00102898,1
23,a,23,pun,grime,eat,-0.463720998,-0.777888144,5.87E-05,0.00265646,0.00265646,1
23,a,23,pun,grime,washing,0.855460814,-1.022932402,2.05E-05,0.000134518,0.000134518,1
23,a,23,pun,grime,hands,0.02573075,-0.192807897,0.000143745,0.282159,0.282159,1
24,a,24,pun,epoch,epoch,0,0,1.39E-06,3.15E-07,1.20E-08,1
24,a,24,pun,epoch,grandparents,-0.140462652,-0.696201398,4.45E-06,3.00E-07,3.00E-07,1
24,a,24,pun,epoch,faces,-0.871854252,0.090758841,3.58E-05,3.42E-05,3.42E-05,1
24,a,24,pun,epoch,full,-0.531953874,-0.489234324,0.000226792,0.000885939,0.000885939,1
24,a,24,pun,epoch,marks,-0.765084941,1.235380646,3.51E-05,2.47E-05,0.412343,1
25,a,25,pun,bonus,bonus,0,0,1.11E-05,7.13E-06,8.96E-05,1
25,a,25,pun,bonus,labored,0.230826751,-0.618125366,2.44E-08,1.99E-05,1.99E-05,1
25,a,25,pun,bonus,hard,-0.605434133,0.961548028,0.000179481,0.00275891,0.00275891,1
25,a,25,pun,bonus,worked,0.085690978,0.160513752,9.96E-05,0.000743532,0.000743532,1
25,a,25,pun,bonus,fingers,-1.042123439,1.111863269,4.40E-05,0.000418514,0.000418514,1
26,a,26,pun,hobbit,hobbit,0,0,4.71E-07,1.46E-08,0.00974639,1
26,a,26,pun,hobbit,keep,-0.657583393,0.253686122,0.000216663,3.02E-05,3.02E-05,1
26,a,26,pun,hobbit,reading,1.472241225,0.019289278,8.60E-05,0.000565856,0.000565856,1
26,a,26,pun,hobbit,the,0.171521965,-1.006811246,0.048626868,0.0283555,0.0283555,1
26,a,26,pun,hobbit,lord,0.082779547,-0.696696471,0.000127756,3.55E-05,3.55E-05,1
26,a,26,pun,hobbit,rings,0.943917597,-0.566546575,1.24E-05,2.35E-05,2.35E-05,1
26,a,26,pun,hobbit,guess,-0.847441127,-0.91851544,2.36E-05,0.00735817,0.00735817,1
26,a,26,pun,hobbit,just,-0.869925117,-0.556870298,0.00101403,0.0124207,0.0124207,1
26,a,26,pun,hobbit,force,-0.660585383,-0.157900287,0.000125276,2.39E-05,2.39E-05,1
27,a,27,pun,screaming,screaming,0,0,1.09E-05,2.55E-06,0.000419497,1
27,a,27,pun,screaming,like,-0.89623195,-0.443944792,0.001186943,0.00051742,0.00051742,1
27,a,27,pun,screaming,latest,-0.768492084,-0.295271219,5.22E-05,0.000295892,0.000295892,1
27,a,27,pun,screaming,horror,1.020541988,0.698420014,1.62E-05,0.000129657,0.000129657,1
27,a,27,pun,screaming,movie,0.240603017,1.034326306,1.44E-05,0.00946177,0.00946177,1
27,a,27,pun,screaming,i've,-0.83289257,-0.90658766,4.55E-07,2.20E-07,2.20E-07,1
27,a,27,pun,screaming,arranged,-0.647822954,-0.404895972,3.19E-05,4.59E-05,4.59E-05,1
27,a,27,pun,screaming,private,-0.851442379,0.524680304,0.000141518,0.000404432,0.000404432,1
28,a,28,pun,ohms,ohms,0,0,6.18E-07,2.61E-06,0.0576145,1
28,a,28,pun,ohms,like,-0.961631853,-0.768492084,0.001186943,0.00051742,0.00051742,1
28,a,28,pun,ohms,stay,-0.712045543,-0.916856701,9.63E-05,0.0053027,0.0053027,1
28,a,28,pun,ohms,current,0.58262646,-0.83483688,0.000114229,9.64E-06,9.64E-06,1
28,a,28,pun,ohms,electrifying,0.982098768,-0.566891594,6.02E-07,5.15E-07,5.15E-07,1
28,a,28,pun,ohms,adventures,-0.756463027,0.709295912,4.17E-06,9.92E-06,9.92E-06,1
28,a,28,pun,ohms,sherlock,-0.558142296,1.716176025,1.63E-06,0.00439061,0.00439061,1
29,a,29,pun,kant,kant,0,0,1.91E-06,0.00788452,0.00115221,1
29,a,29,pun,kant,need,-0.768492084,-0.457669333,0.00044508,0.000108456,0.000108456,1
29,a,29,pun,kant,philosophy,0.594760077,-0.236775461,2.77E-05,9.38E-05,9.38E-05,1
29,a,29,pun,kant,homework,-0.530654244,-0.346031903,6.49E-06,1.64E-06,1.64E-06,1
29,a,29,pun,kant,just,-0.747905517,-0.48257104,0.00101403,0.00139074,0.00139074,1
30,a,30,pun,tamper,tamper,0,0,4.23E-07,1.59E-07,0.161604,1
30,a,30,pun,tamper,barista,-0.321494003,-0.695418569,8.13E-09,0.00340529,0.00340529,1
30,a,30,pun,tamper,not,-0.38436228,-0.883392341,0.00346259,0.021206,0.021206,1
30,a,30,pun,tamper,allowed,-0.639302032,-0.675663486,0.000112798,0.00266571,0.00266571,1
30,a,30,pun,tamper,make,-0.022103465,-0.513919625,0.000621074,0.0147865,0.0147865,1
30,a,30,pun,tamper,espresso,-0.688232969,-1.010664532,2.03E-07,2.64E-08,2.64E-08,1
30,a,30,pun,tamper,lose,-0.42506412,0.744520944,5.06E-05,0.00232544,0.00232544,1
31,a,31,pun,latte,latte,0,0,8.13E-09,0.00390153,0.00333838,1
31,a,31,pun,latte,spend,-0.045615681,-0.281561419,5.89E-05,0.000690856,0.000690856,1
31,a,31,pun,latte,time,-0.947835339,1.200496854,0.001239318,0.023436,0.023436,1
31,a,31,pun,latte,coffee,1.838535291,-0.164915081,5.04E-05,0.000118945,0.000118945,1
31,a,31,pun,latte,shop,0.099673274,0.147724513,8.38E-05,0.0493358,0.0493358,1
31,a,31,pun,latte,you'll,-1.033399543,-0.466902009,1.79E-07,6.78E-06,6.78E-06,1
31,a,31,pun,latte,work,-0.262727015,0.676276652,0.000718337,0.00111282,0.073073,1
32,a,32,pun,libel,libel,0,0,6.37E-06,6.23E-06,8.30E-05,1
32,a,32,pun,libel,write,0.253432196,-0.518143508,8.56E-05,0.00176126,0.00176126,1
32,a,32,pun,libel,bad,0.434544881,0.213244842,0.000120326,8.65E-05,8.65E-05,1
32,a,32,pun,libel,things,-0.783779476,-0.674633301,0.000325892,0.00745375,0.00745375,1
32,a,32,pun,libel,sue,1.702812138,1.03866012,1.88E-05,0.000210366,7.30E-05,1
33,a,33,pun,tryst,tryst,0,0,2.28E-07,1.07E-07,0.000232038,1
33,a,33,pun,tryst,novel,-0.740461126,0.713492747,3.32E-05,0.000288953,0.000288953,1
33,a,33,pun,tryst,unexpected,-0.384531457,1.62548606,1.64E-05,0.000580858,0.000580858,1
33,a,33,pun,tryst,secret,0.203059995,0.264869073,4.47E-05,1.97E-05,1.97E-05,1
33,a,33,pun,tryst,meeting,0.283346607,-0.713061639,0.000165076,0.000993658,0.000993658,1
33,a,33,pun,tryst,lovers,1.09218497,-0.605937267,8.89E-06,9.77E-06,9.77E-06,1
33,a,33,pun,tryst,plot,-0.620082612,0.655905037,1.67E-05,0.000262666,0.000262666,1
34,a,34,pun,propane,propane,0,0,3.98E-07,4.77E-08,3.76E-07,1
34,a,34,pun,propane,inflammatory,0.524274451,0.537788401,5.51E-06,3.36E-07,3.36E-07,1
34,a,34,pun,propane,talk,-0.820549264,0.638659276,0.000130365,3.26E-05,3.26E-05,1
34,a,34,pun,propane,seen,0.298342534,-0.431107244,0.000293376,0.0144932,0.0144932,1
34,a,34,pun,propane,language,-0.975849504,0.813567976,0.000150273,7.13E-05,0.00365472,1
35,a,35,pun,leafing,leafing,0,0,4.15E-07,4.17E-08,0.000523105,1
35,a,35,pun,leafing,john,-0.930865719,-0.732594277,0.000260186,6.39E-07,6.39E-07,1
35,a,35,pun,leafing,plans,0.664976109,0.076967923,9.28E-05,0.000112502,0.000112502,1
35,a,35,pun,leafing,retire,-1.00566682,0.641089708,8.66E-06,0.00319328,0.00319328,1
35,a,35,pun,leafing,spring,0.557250604,-0.511549743,4.70E-05,0.00124322,0.00124322,1
35,a,35,pun,leafing,like,-0.660585383,0.082140175,0.001186943,0.0124801,0.0124801,1
35,a,35,pun,leafing,trees,1.209997602,-0.476044827,6.48E-05,0.000232797,0.000232797,1
36,a,36,pun,yams,yams,0,0,1.79E-07,1.02E-07,1.48E-05,1
36,a,36,pun,yams,just,-0.768492084,-0.934888345,0.00101403,0.000159739,0.000159739,1
36,a,36,pun,yams,time,-0.981517464,0.021541304,0.001239318,0.212782,0.212782,1
36,a,36,pun,yams,thanksgiving,1.212957909,-0.425702503,1.50E-06,6.95E-08,6.95E-08,1
36,a,36,pun,yams,blockbuster,-0.820549264,-0.872240425,9.02E-07,9.10E-06,9.10E-06,1
36,a,36,pun,yams,movie,-0.711983357,-0.097078622,1.44E-05,0.0026432,0.0026432,1
36,a,36,pun,yams,sweet,0.677385511,0.053858171,2.80E-05,5.32E-06,5.32E-06,1
36,a,36,pun,yams,potatoes,1.353283713,-0.268920404,1.28E-05,0.00676358,0.00676358,1
36,a,36,pun,yams,called,-0.773975142,-0.629178616,0.00026112,0.000356792,0.000356792,1
36,a,36,pun,yams,the,-0.554968549,-0.643381484,0.048626868,0.152051,0.152051,1
36,a,36,pun,yams,silence,-0.93384429,0.490500931,4.39E-05,7.33E-05,7.33E-05,1
37,a,37,pun,tolkien,tolkien,0,0,3.53E-06,0.0150905,0.00136054,1
37,a,37,pun,tolkien,night,-0.421807519,-0.284385257,0.00028189,0.276901,0.276901,1
37,a,37,pun,tolkien,kept,-0.910268591,-0.487771094,0.000109856,1.09E-05,1.09E-05,1
37,a,37,pun,tolkien,dreaming,-0.13577103,-0.35620347,6.31E-06,4.30E-05,4.30E-05,1
37,a,37,pun,tolkien,written,0.446306691,0.657206796,0.000107783,0.00212419,0.00212419,1
37,a,37,pun,tolkien,lord,1.160735078,-0.456126881,0.000127756,7.45E-07,7.45E-07,1
37,a,37,pun,tolkien,rings,1.387542586,-0.938879858,1.24E-05,2.35E-05,2.35E-05,1
37,a,37,pun,tolkien,wife,-0.607085823,0.180393523,0.000132324,0.000173017,0.000173017,1
37,a,37,pun,tolkien,said,-0.416466233,1.559672555,0.001573933,0.00139775,0.00139775,1
37,a,37,pun,tolkien,i'd,-0.866508438,-0.768492084,4.55E-07,1.89E-09,1.89E-09,1
37,a,37,pun,tolkien,sleep,-0.659335913,-0.549401899,5.81E-05,0.00128327,0.00128327,1
38,a,38,pun,magnate,magnate,0,0,1.27E-06,1.80E-06,7.41E-05,1
38,a,38,pun,magnate,people,-0.431309807,-0.033286014,0.000974418,0.0895409,0.0895409,1
38,a,38,pun,magnate,strongly,0.205205301,0.624197061,3.65E-05,0.000324916,0.000324916,1
38,a,38,pun,magnate,attracted,0.279602196,0.432189381,2.25E-05,0.0117171,0.0117171,1
39,a,39,pun,raven,raven,0,0,1.59E-06,3.76E-06,2.96E-05,1
39,a,39,pun,raven,people,-0.692477372,0.051942857,0.000974418,0.0895409,0.0895409,1
39,a,39,pun,raven,think,-0.547426766,-0.366756378,0.000704851,0.00534721,0.00534721,1
39,a,39,pun,raven,edgar,0.755989354,0.668814932,4.37E-06,0.00125842,0.00125842,1
39,a,39,pun,raven,allan,0.05910036,-0.860964863,8.29E-06,0.0576145,0.0576145,1
39,a,39,pun,raven,poe,1.347726463,-0.146664918,4.96E-07,0.0576145,0.0576145,1
39,a,39,pun,raven,madman,0.102235812,1.408360872,1.16E-06,6.35E-07,7.69E-07,1
40,a,40,pun,alkaline,alkaline,0,0,2.69E-06,4.11E-05,6.03E-05,1
40,a,40,pun,alkaline,battery,1.206701171,-0.792668572,1.04E-05,2.83E-06,2.83E-06,1
40,a,40,pun,alkaline,problem,-0.860713606,0.867494647,0.000230092,5.02E-05,0.192777,1
40,a,40,pun,alkaline,went,-0.731474167,-0.800999628,0.00036822,0.00737786,0.00737786,1
40,a,40,pun,alkaline,aa,1.043341239,1.622194218,3.89E-06,3.11E-08,3.11E-08,1
40,a,40,pun,alkaline,meetings,-1.072710013,0.198383999,4.24E-05,4.79E-05,4.79E-05,1
41,a,41,pun,shave,shave,0,0,2.55E-06,1.02E-06,2.49E-06,1
41,a,41,pun,shave,boss,-0.507400464,1.072828636,2.58E-05,0.00207698,0.00207698,1
41,a,41,pun,shave,not,-0.891280856,-0.47745673,0.00346259,0.29367,0.29367,1
41,a,41,pun,shave,tolerate,-0.737205823,-0.613686324,4.96E-06,0.000149743,0.000149743,1
41,a,41,pun,shave,beards,0.734259357,0.288613041,9.84E-07,8.55E-07,8.55E-07,1
41,a,41,pun,shave,mustaches,1.325039479,-0.865224467,8.13E-09,7.50E-07,7.50E-07,1
41,a,41,pun,shave,real,-0.664275018,-0.3940021,0.000182773,0.00551477,0.00551477,1
41,a,41,pun,shave,driver,-0.643777786,0.272936473,4.16E-05,2.24E-05,0.00208037,1
42,a,42,pun,aiken,aiken,0,0,2.68E-07,0.00770689,1.43E-06,1
