uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,h1_relatedness,h2_relatedness,dummy
0,7,7,7-a,7,pun,0,bored,bored,0,0,0
178,7,7,7-a,7,pun,0,bored,chairman,-0.257766851,1.891566794,0
181,7,7,7-a,7,pun,0,bored,executive,-0.232066116,1.514850716,0
185,7,7,7-a,7,pun,0,bored,meetings,0.256531919,0.957355228,0
0,8,8,8-a,8,pun,0,greece,greece,0,0,0
200,8,8,8-a,8,pun,0,greece,donuts,-0.497489011,0.661854871,0
202,8,8,8-a,8,pun,0,greece,know,-0.577456692,-0.669045928,0
203,8,8,8-a,8,pun,0,greece,made,-0.564552226,-0.586369571,0
0,9,9,9-a,9,pun,0,sine,sine,0,0,0
220,9,9,9-a,9,pun,0,sine,above,-0.539975973,-0.011263401,0
226,9,9,9-a,9,pun,0,sine,hoping,-0.763760078,-0.145123348,0
228,9,9,9-a,9,pun,0,sine,prayed,-0.781460533,0.347605059,0
231,9,9,9-a,9,pun,0,sine,tests,-0.122511114,-0.19480109,0
232,9,9,9-a,9,pun,0,sine,trigonometry,1.282836716,0.636264574,0
0,10,10,10-a,10,pun,0,principal,principal,0,0,0
235,10,10,10-a,10,pun,0,principal,disliked,-0.136515567,0.099790292,0
237,10,10,10-a,10,pun,0,principal,john,-0.059251367,-0.438655141,0
238,10,10,10-a,10,pun,0,principal,just,0.366797927,1.030609819,0
241,10,10,10-a,10,pun,0,principal,not,-0.750032,-0.574541502,0
243,10,10,10-a,10,pun,0,principal,school,1.99747003,1.0686167,0
0,11,11,11-a,11,pun,0,cd,cd,0,0,0
263,11,11,11-a,11,pun,0,cd,music,1.794118677,-0.31297692,0
265,11,11,11-a,11,pun,0,cd,part,-0.422293117,-0.118107336,0
267,11,11,11-a,11,pun,0,cd,stores,0.803521617,-0.392169307,0
268,11,11,11-a,11,pun,0,cd,town,-0.67697029,-0.143891918,0
0,12,12,12-a,12,pun,0,hare,hare,0,0,0
296,12,12,12-a,12,pun,0,hare,got,-0.805884849,-0.523207923,0
299,12,12,12-a,12,pun,0,hare,mad,-0.399919617,-0.399004337,0
300,12,12,12-a,12,pun,0,hare,magician,1.267423786,-0.520019328,0
301,12,12,12-a,12,pun,0,hare,out,-0.832510067,-0.341957696,0
304,12,12,12-a,12,pun,0,hare,pulled,-0.746881884,0.793711827,0
0,13,13,13-a,13,pun,0,knotty,knotty,0,0,0
307,13,13,13-a,13,pun,0,knotty,admonished,-0.648839231,0.304300529,0
308,13,13,13-a,13,pun,0,knotty,apparently,-0.750032,-0.483787797,0
312,13,13,13-a,13,pun,0,knotty,father,-0.795986539,-0.415566217,0
314,13,13,13-a,13,pun,0,knotty,pine,-0.160851791,-0.793461446,0
315,13,13,13-a,13,pun,0,knotty,sapling,0.091068985,-0.624846796,0
316,13,13,13-a,13,pun,0,knotty,young,-0.639578699,0.14893242,0
0,14,14,14-a,14,pun,0,taut,taut,0,0,0
342,14,14,14-a,14,pun,0,taut,learn,-0.576975932,1.71226036,0
345,14,14,14-a,14,pun,0,taut,rope,0.868287367,-0.121058026,0
348,14,14,14-a,14,pun,0,taut,tricks,-0.474706301,0.383502192,0
0,15,15,15-a,15,pun,0,marx,marx,0,0,0
361,15,15,15-a,15,pun,0,marx,class,0.578105668,0.545062066,0
362,15,15,15-a,15,pun,0,marx,communism,1.31724495,-0.606476564,0
363,15,15,15-a,15,pun,0,marx,dropped,-0.781460533,-0.166436781,0
368,15,15,15-a,15,pun,0,marx,lousy,-0.700099018,-0.02914144,0
370,15,15,15-a,15,pun,0,marx,out,-0.706776015,-0.468658789,0
0,16,16,16-a,16,pun,0,hi,hi,0,0,0
373,16,16,16-a,16,pun,0,hi,boy,-0.417689106,-0.437116177,0
375,16,16,16-a,16,pun,0,hi,instinctively,-0.349854622,-0.38716255,0
376,16,16,16-a,16,pun,0,hi,natural,-0.689691795,-0.157847829,0
377,16,16,16-a,16,pun,0,hi,people,0.071003092,-0.059803808,0
384,16,16,16-a,16,pun,0,hi,waves,-0.20390641,0.804602748,0
0,17,17,17-a,17,pun,0,daze,daze,0,0,0
410,17,17,17-a,17,pun,0,daze,end,-0.781159905,-0.001792814,0
411,17,17,17-a,17,pun,0,daze,having,-0.930877055,-0.402625515,0
413,17,17,17-a,17,pun,0,daze,longs,-0.340935657,-0.17518217,0
415,17,17,17-a,17,pun,0,daze,school,-0.178407141,0.829777152,0
417,17,17,17-a,17,pun,0,daze,teacher,-0.653580937,-0.010627663,0
418,17,17,17-a,17,pun,0,daze,time,-0.436061797,1.575538749,0
419,17,17,17-a,17,pun,0,daze,tough,-0.333186385,0.093878323,0
0,18,18,18-a,18,pun,0,prose,prose,0,0,0
431,18,18,18-a,18,pun,0,prose,authors,0.915941599,0.040325601,0
433,18,18,18-a,18,pun,0,prose,cons,-0.587049833,1.562762916,0
435,18,18,18-a,18,pun,0,prose,jail,-0.696797307,-0.674232177,0
0,19,19,19-a,19,pun,0,plane,plane,0,0,0
456,19,19,19-a,19,pun,0,plane,eat,-0.144761088,-0.226245133,0
457,19,19,19-a,19,pun,0,plane,expect,-0.382682084,-0.672960552,0
458,19,19,19-a,19,pun,0,plane,fancy,-0.202904824,0.324450008,0
460,19,19,19-a,19,pun,0,plane,flying,1.816222237,-0.512024581,0
461,19,19,19-a,19,pun,0,plane,food,0.151330212,0.23343159,0
463,19,19,19-a,19,pun,0,plane,not,-0.749886832,-0.288942001,0
0,20,20,20-a,20,pun,0,dam,dam,0,0,0
465,20,20,20-a,20,pun,0,dam,beaver,1.758858353,0.156040259,0
466,20,20,20-a,20,pun,0,dam,best,-0.739470846,-0.310985493,0
468,20,20,20-a,20,pun,0,dam,ever,-0.714138324,-0.570525947,0
472,20,20,20-a,20,pun,0,dam,movie,-0.735985557,-0.585364406,0
472,20,20,20-a,20,pun,0,dam,movie,-0.735985557,-0.585364406,0
473,20,20,20-a,20,pun,0,dam,night,-0.520710889,-0.514829836,0
475,20,20,20-a,20,pun,0,dam,saw,-0.307453941,-0.763361954,0
477,20,20,20-a,20,pun,0,dam,seen,-0.690693545,-0.680358393,0
0,21,21,21-a,21,pun,0,hertz,hertz,0,0,0
493,21,21,21-a,21,pun,0,hertz,computer,1.118191817,-0.50140918,0
499,21,21,21-a,21,pun,0,hertz,slow,-0.302989984,-0.470437756,0
0,22,22,22-a,22,pun,0,role,role,0,0,0
511,22,22,22-a,22,pun,0,role,actors,1.601986906,-0.305783932,0
515,22,22,22-a,22,pun,0,role,great,-0.283150414,-0.515024286,0
518,22,22,22-a,22,pun,0,role,movie,1.532476003,0.594719169,0
0,23,23,23-a,23,pun,0,collar,collar,0,0,0
549,23,23,23-a,23,pun,0,collar,id,0.40944158,1.368685278,0
550,23,23,23-a,23,pun,0,collar,man,0.233988351,0.085463008,0
551,23,23,23-a,23,pun,0,collar,name,-0.106902364,0.722813874,0
552,23,23,23-a,23,pun,0,collar,neck,1.638391002,-0.492296779,0
555,23,23,23-a,23,pun,0,collar,put,-0.622695174,-0.719297165,0
557,23,23,23-a,23,pun,0,collar,shirt,1.569426463,-0.621766767,0
0,24,24,24-a,24,pun,0,steal,steal,0,0,0
565,24,24,24-a,24,pun,0,steal,muscles,-0.453849102,-0.143208756,0
568,24,24,24-a,24,pun,0,steal,thieves,2.083308461,-0.301460132,0
0,25,25,25-a,25,pun,0,dye,dye,0,0,0
597,25,25,25-a,25,pun,0,dye,actress,-0.191653442,-0.37253657,0
599,25,25,25-a,25,pun,0,dye,gray,0.733598121,0.011905704,0
600,25,25,25-a,25,pun,0,dye,hair,1.523473926,-0.704851099,0
605,25,25,25-a,25,pun,0,dye,saw,-0.701321696,-0.302942596,0
607,25,25,25-a,25,pun,0,dye,strands,0.594733015,-0.437879686,0
608,25,25,25-a,25,pun,0,dye,thought,-0.82578583,-0.598395341,0
0,26,26,26-a,26,pun,0,waist,waist,0,0,0
611,26,26,26-a,26,pun,0,waist,belt,1.597962543,-0.347338501,0
612,26,26,26-a,26,pun,0,waist,cardboard,-0.76867622,0.720292439,0
616,26,26,26-a,26,pun,0,waist,paper,-0.586922992,0.715106249,0
0,27,27,27-a,27,pun,0,feet,feet,0,0,0
644,27,27,27-a,27,pun,0,feet,able,-0.318576775,0.192267427,0
645,27,27,27-a,27,pun,0,feet,being,-0.606391309,-0.32027531,0
647,27,27,27-a,27,pun,0,feet,fit,-0.037323991,-0.561509507,0
648,27,27,27-a,27,pun,0,feet,fourteen,0.377560615,-0.690051472,0
653,27,27,27-a,27,pun,0,feet,quite,-0.593675754,-0.190079146,0
655,27,27,27-a,27,pun,0,feet,shoes,1.661397429,-0.582987908,0
656,27,27,27-a,27,pun,0,feet,size,0.721870727,-0.45251572,0
0,28,28,28-a,28,pun,0,aloud,aloud,0,0,0
676,28,28,28-a,28,pun,0,aloud,mime,-0.332451663,-0.701130918,0
677,28,28,28-a,28,pun,0,aloud,not,-0.538579436,-0.329427842,0
680,28,28,28-a,28,pun,0,aloud,say,1.335776396,-0.033663658,0
684,28,28,28-a,28,pun,0,aloud,wanted,-0.635801964,0.328884943,0
0,29,29,29-a,29,pun,0,pail,pail,0,0,0
685,29,29,29-a,29,pun,0,pail,buckets,1.416678201,-0.029501143,0
687,29,29,29-a,29,pun,0,pail,carry,0.829926254,-0.217803528,0
689,29,29,29-a,29,pun,0,pail,feeling,-0.685825422,-0.256058431,0
694,29,29,29-a,29,pun,0,pail,start,-0.712694931,-0.750168933,0
695,29,29,29-a,29,pun,0,pail,those,-0.716689837,-0.83061309,0
0,30,30,30-a,30,pun,0,manor,manor,0,0,0
726,30,30,30-a,30,pun,0,manor,castle,1.698588817,0.10552875,0
729,30,30,30-a,30,pun,0,manor,home,1.322936486,-0.345664258,0
732,30,30,30-a,30,pun,0,manor,man's,-0.272675645,-0.295230845,0
736,30,30,30-a,30,pun,0,manor,speaking,-0.458717251,0.646434966,0
0,31,31,31-a,31,pun,0,cache,cache,0,0,0
740,31,31,31-a,31,pun,0,cache,chips,-0.819637414,0.7956559,0
742,31,31,31-a,31,pun,0,cache,computer,1.505761556,-0.123120412,0
745,31,31,31-a,31,pun,0,cache,ended,-0.603802302,-0.454443007,0
746,31,31,31-a,31,pun,0,cache,online,1.029892406,-0.181050587,0
748,31,31,31-a,31,pun,0,cache,poker,-0.2132602,1.316488685,0
751,31,31,31-a,31,pun,0,cache,suddenly,-0.675640845,-0.56330868,0
753,31,31,31-a,31,pun,0,cache,tournament,-0.729033819,0.755545695,0
0,32,32,32-a,32,pun,0,reign,reign,0,0,0
787,32,32,32-a,32,pun,0,reign,britain,1.042022668,0.061046913,0
793,32,32,32-a,32,pun,0,reign,long,0.642961873,-0.350116242,0
795,32,32,32-a,32,pun,0,reign,place,-0.024887767,-0.136697917,0
796,32,32,32-a,32,pun,0,reign,queen,1.752883517,-0.702310804,0
798,32,32,32-a,32,pun,0,reign,wet,-0.759895853,2.093230813,0
0,33,33,33-a,33,pun,0,thyme,thyme,0,0,0
801,33,33,33-a,33,pun,0,thyme,extra,-0.718040206,0.421663016,0
804,33,33,33-a,33,pun,0,thyme,gardeners,1.344828955,-0.444254531,0
805,33,33,33-a,33,pun,0,thyme,get,-0.459086859,-0.3333092,0
806,33,33,33-a,33,pun,0,thyme,herb,1.966137607,-0.532604413,0
812,33,33,33-a,33,pun,0,thyme,work,-0.633998157,0.870582592,0
0,34,34,34-a,34,pun,0,pore,pore,0,0,0
842,34,34,34-a,34,pun,0,pore,bad,-0.52912533,0.507396557,0
845,34,34,34-a,34,pun,0,pore,excuse,-0.797260382,0.546949903,0
849,34,34,34-a,34,pun,0,pore,say,-0.721007352,-0.598910423,0
849,34,34,34-a,34,pun,0,pore,say,-0.721007352,-0.598910423,0
850,34,34,34-a,34,pun,0,pore,skin,1.711512432,-0.24986229,0
0,35,35,35-a,35,pun,0,gilt,gilt,0,0,0
856,35,35,35-a,35,pun,0,gilt,complex,-0.330724331,0.662758497,0
860,35,35,35-a,35,pun,0,gilt,gold,0.294488666,-0.391441182,0
863,35,35,35-a,35,pun,0,gilt,like,-0.379747841,-0.621661154,0
864,35,35,35-a,35,pun,0,gilt,paint,-0.023620318,-0.781460533,0
865,35,35,35-a,35,pun,0,gilt,people,-0.302710537,0.305665447,0
0,36,36,36-a,36,pun,0,heir,heir,0,0,0
895,36,36,36-a,36,pun,0,heir,human,0.509669411,0.408764856,0
0,37,37,37-a,37,pun,0,son,son,0,0,0
901,37,37,37-a,37,pun,0,son,boy,1.493254391,-0.761227994,0
904,37,37,37-a,37,pun,0,son,got,-0.750504706,-0.646079413,0
906,37,37,37-a,37,pun,0,son,only,0.055293382,-0.665076312,0
908,37,37,37-a,37,pun,0,son,rest,-0.494602382,-0.515133451,0
0,38,38,38-a,38,pun,0,c's,c's,0,0,0
921,38,38,38-a,38,pun,0,c's,cannot,-0.561368366,-0.834120549,0
925,38,38,38-a,38,pun,0,c's,high,-0.577071422,1.15987515,0
926,38,38,38-a,38,pun,0,c's,hit,-0.752815211,-0.617809813,0
927,38,38,38-a,38,pun,0,c's,make,-0.583384169,-0.650018431,0
929,38,38,38-a,38,pun,0,c's,novice,-0.620696349,-0.59044442,0
930,38,38,38-a,38,pun,0,c's,pirates,-0.750032,1.633184002,0
933,38,38,38-a,38,pun,0,c's,singers,-0.351746838,-0.721792247,0
935,38,38,38-a,38,pun,0,c's,terrible,-0.480278263,0.208366564,0
0,39,39,39-a,39,pun,0,watt,watt,0,0,0
951,39,39,39-a,39,pun,0,watt,bright,1.27752717,-0.808464664,0
954,39,39,39-a,39,pun,0,watt,electrician,1.599986887,-0.565610687,0
955,39,39,39-a,39,pun,0,watt,knows,-0.750032,0.249689963,0
960,39,39,39-a,39,pun,0,watt,spark,0.669217971,-0.667509975,0
965,39,39,39-a,39,pun,0,watt,what's,-0.750032,1.727922581,0
0,40,40,40-a,40,pun,0,razor,razor,0,0,0
997,40,40,40-a,40,pun,0,razor,budget,-0.576139639,-0.304511824,0
999,40,40,40-a,40,pun,0,razor,fund,-0.729274222,0.810271506,0
1002,40,40,40-a,40,pun,0,razor,mayor,-0.795271193,-0.482292327,0
1005,40,40,40-a,40,pun,0,razor,slash,1.301105911,-0.899042296,0
1006,40,40,40-a,40,pun,0,razor,turned,-0.706402674,-0.628219204,0
1008,40,40,40-a,40,pun,0,razor,wanted,-0.461981485,-0.503213354,0
0,41,41,41-a,41,pun,0,knot,knot,0,0,0
1009,41,41,41-a,41,pun,0,knot,boyscouts,1.270743321,-0.764521658,0
1012,41,41,41-a,41,pun,0,knot,know,-0.671753276,-0.418404378,0
1014,41,41,41-a,41,pun,0,knot,ropes,1.821020782,-0.748587042,0
1015,41,41,41-a,41,pun,0,knot,tie,1.837738897,-0.658961115,0
0,42,42,42-a,42,pun,0,wood,wood,0,0,0
1023,42,42,42-a,42,pun,0,wood,ask,-0.74058236,0.281509494,0
1023,42,42,42-a,42,pun,0,wood,ask,-0.74058236,0.281509494,0
1030,42,42,42-a,42,pun,0,wood,trees,2.166448306,-0.589968992,0
0,43,43,43-a,43,pun,0,grader,grader,0,0,0
1039,43,43,43-a,43,pun,0,grader,afraid,-0.628551925,-0.660464671,0
1040,43,43,43-a,43,pun,0,grader,cheddar,-0.1587744,1.420513106,0
1041,43,43,43-a,43,pun,0,grader,cheese,0.057620908,1.660631265,0
1042,43,43,43-a,43,pun,0,grader,colby,-0.446397203,0.304746483,0
1044,43,43,43-a,43,pun,0,grader,jack,-0.518138013,-0.583510489,0
1045,43,43,43-a,43,pun,0,grader,jr,-0.465027397,-0.812516837,0
1046,43,43,43-a,43,pun,0,grader,person,0.508207023,-0.75143754,0
1047,43,43,43-a,43,pun,0,grader,school,1.38403971,-0.887355743,0
0,44,44,44-a,44,pun,0,eye,eye,0,0,0
1064,44,44,44-a,44,pun,0,eye,blind,1.633367495,-0.682200263,0
1067,44,44,44-a,44,pun,0,eye,see,1.716412583,-0.407484277,0
0,45,45,45-a,45,pun,0,cell,cell,0,0,0
1073,45,45,45-a,45,pun,0,cell,biology,1.899746806,-0.668966778,0
1076,45,45,45-a,45,pun,0,cell,keep,-0.167399992,0.284274609,0
1077,45,45,45-a,45,pun,0,cell,know,-0.600469468,-0.406087292,0
1080,45,45,45-a,45,pun,0,cell,program,-0.188208976,0.163641109,0
1081,45,45,45-a,45,pun,0,cell,whether,-0.70958237,-0.557729007,0
0,46,46,46-a,46,pun,0,scent,scent,0,0,0
1104,46,46,46-a,46,pun,0,scent,cost,-0.718257531,1.670044311,0
1106,46,46,46-a,46,pun,0,scent,get,-0.77925162,-0.590832723,0
1109,46,46,46-a,46,pun,0,scent,rid,-0.244247527,-0.686738689,0
1110,46,46,46-a,46,pun,0,scent,smell,2.062695781,-0.846756795,0
0,47,47,47-a,47,pun,0,course,course,0,0,0
1123,47,47,47-a,47,pun,0,course,class,1.427448953,-0.333612223,0
1125,47,47,47-a,47,pun,0,course,just,-0.51112576,-0.606275298,0
1126,47,47,47-a,47,pun,0,course,liking,-0.480204271,-0.687722396,0
1127,47,47,47-a,47,pun,0,course,rough,0.101915678,1.849272922,0
1129,47,47,47-a,47,pun,0,course,stick,-0.582361944,-0.381049564,0
1131,47,47,47-a,47,pun,0,course,tried,-0.151422091,-0.722080095,0
0,48,48,48-a,48,pun,0,deer,deer,0,0,0
1139,48,48,48-a,48,pun,0,deer,pet,0.228277311,0.1898141,0
1140,48,48,48-a,48,pun,0,deer,very,-0.82008547,-0.202505068,0
0,49,49,49-a,49,pun,0,bee,bee,0,0,0
1152,49,49,49-a,49,pun,0,bee,hive,1.99161332,-0.67396499,0
1154,49,49,49-a,49,pun,0,bee,long,-0.676077564,-0.371411379,0
1159,49,49,49-a,49,pun,0,bee,want,-0.543120328,-0.212850968,0
0,50,50,50-a,50,pun,0,brake,brake,0,0,0
1161,50,50,50-a,50,pun,0,brake,careful,0.678402617,0.065577869,0
1163,50,50,50-a,50,pun,0,brake,fast,0.659288052,0.481797687,0
1165,50,50,50-a,50,pun,0,brake,not,-0.701227256,-0.585134454,0
1167,50,50,50-a,50,pun,0,brake,really,-0.653005421,-0.433639757,0
1168,50,50,50-a,50,pun,0,brake,run,-0.036327434,0.360466076,0
0,51,51,51-a,51,pun,0,flour,flour,0,0,0
1181,51,51,51-a,51,pun,0,flour,brought,-0.558813333,0.069641627,0
1182,51,51,51-a,51,pun,0,flour,chef,1.383582874,-0.748757797,0
1183,51,51,51-a,51,pun,0,flour,day,-0.652054579,0.027390137,0
1185,51,51,51-a,51,pun,0,flour,girlfriend,-0.785812624,0.549974398,0
1188,51,51,51-a,51,pun,0,flour,pastry,1.813321928,-0.338104018,0
1192,51,51,51-a,51,pun,0,flour,valentine's,-0.564782772,1.36529413,0
0,52,52,52-a,52,pun,0,fare,fare,0,0,0
1217,52,52,52-a,52,pun,0,fare,driver,0.801534234,-0.431253583,0
1219,52,52,52-a,52,pun,0,fare,insisted,-0.667750995,-0.061648,0
1223,52,52,52-a,52,pun,0,fare,toll,1.556833585,0.367733434,0
1224,52,52,52-a,52,pun,0,fare,wasn't,-0.640278029,-0.035485422,0
0,53,53,53-a,53,pun,0,heel,heel,0,0,0
1234,53,53,53-a,53,pun,0,heel,foot,1.940974239,-0.087361429,0
1235,53,53,53-a,53,pun,0,heel,injured,0.057277285,1.472511115,0
1236,53,53,53-a,53,pun,0,heel,just,-0.824635495,-0.688196532,0
0,54,54,54-a,54,pun,0,hymn,hymn,0,0,0
1257,54,54,54-a,54,pun,0,hymn,perform,0.661800948,0.109566256,0
1258,54,54,54-a,54,pun,0,hymn,priest,1.136078096,0.835605283,0
1261,54,54,54-a,54,pun,0,hymn,song,1.83254005,-0.550481657,0
1262,54,54,54-a,54,pun,0,hymn,wrote,0.463668465,-0.268573499,0
0,55,55,55-a,55,pun,0,no's,no's,0,0,0
1272,55,55,55-a,55,pun,0,no's,best,-0.580979706,0.197022525,0
1274,55,55,55-a,55,pun,0,no's,mother,0.002822517,0.096348478,0
0,56,56,56-a,56,pun,0,inn,inn,0,0,0
1289,56,56,56-a,56,pun,0,inn,hotel,1.902320928,-0.065879193,0
1290,56,56,56-a,56,pun,0,inn,made,-0.564564491,-0.071033816,0
1292,56,56,56-a,56,pun,0,inn,sleep,1.426429404,-0.208159509,0
1293,56,56,56-a,56,pun,0,inn,stayed,0.708630598,0.302022196,0
1294,56,56,56-a,56,pun,0,inn,sure,-0.796065211,-0.314133727,0
0,57,57,57-a,57,pun,0,idol,idol,0,0,0
1307,57,57,57-a,57,pun,0,idol,celebrity,1.630079064,-0.497385494,0
1311,57,57,57-a,57,pun,0,idol,looking,-0.237904966,-0.067710448,0
1313,57,57,57-a,57,pun,0,idol,realized,-0.382846755,-0.71578071,0
1315,57,57,57-a,57,pun,0,idol,spent,-0.810311842,-0.533821451,0
1317,57,57,57-a,57,pun,0,idol,time,-0.582583342,0.693466411,0
1318,57,57,57-a,57,pun,0,idol,want,0.125242085,-0.65285615,0
0,58,58,58-a,58,pun,0,maid,maid,0,0,0
1325,58,58,58-a,58,pun,0,maid,clean,1.43335711,-0.217471608,0
1327,58,58,58-a,58,pun,0,maid,up,-0.636687235,0.028415389,0
1328,58,58,58-a,58,pun,0,maid,want,-0.346160818,-0.390418074,0
0,59,59,59-a,59,pun,0,nun,nun,0,0,0
1338,59,59,59-a,59,pun,0,nun,cared,0.258241812,-0.719476434,0
1339,59,59,59-a,59,pun,0,nun,church,1.511023217,-0.661351908,0
1342,59,59,59-a,59,pun,0,nun,new,-0.512519397,-0.636518895,0
1343,59,59,59-a,59,pun,0,nun,opened,-0.725367293,-0.694379985,0
0,60,60,60-a,60,pun,0,mourning,mourning,0,0,0
1354,60,60,60-a,60,pun,0,mourning,cried,1.519026606,-0.622012371,0
1359,60,60,60-a,60,pun,0,mourning,up,-0.130271793,0.98398147,0
1360,60,60,60-a,60,pun,0,mourning,woke,-0.343863179,1.54108883,0
0,61,61,61-a,61,pun,0,meat,meat,0,0,0
1362,61,61,61-a,61,pun,0,meat,butcher,1.86152445,-0.480239123,0
1364,61,61,61-a,61,pun,0,meat,glad,-0.624577141,0.214778506,0
1369,61,61,61-a,61,pun,0,meat,very,-0.750802155,-0.635296521,0
0,62,62,62-a,62,pun,0,reel,reel,0,0,0
1391,62,62,62-a,62,pun,0,reel,believe,-0.517334344,0.857271047,0
1392,62,62,62-a,62,pun,0,reel,caught,0.309116965,-0.65036339,0
1396,62,62,62-a,62,pun,0,reel,fisherman,1.367889734,-0.26450889,0
1401,62,62,62-a,62,pun,0,reel,think,-0.575037021,-0.281010289,0
0,63,63,63-a,63,pun,0,pear,pear,0,0,0
1414,63,63,63-a,63,pun,0,pear,brave,-0.784706099,-0.727246795,0
1415,63,63,63-a,63,pun,0,pear,enough,-0.742273829,-0.415330884,0
1416,63,63,63-a,63,pun,0,pear,farmer,0.818799098,-0.57056734,0
1417,63,63,63-a,63,pun,0,pear,fruit,1.888157498,-0.064065931,0
1418,63,63,63-a,63,pun,0,pear,grow,0.684217304,-0.085698222,0
0,64,64,64-a,64,pun,0,pray,pray,0,0,0
1422,64,64,64-a,64,pun,0,pray,birds,-0.31666961,0.980555011,0
1422,64,64,64-a,64,pun,0,pray,birds,-0.31666961,0.980555011,0
1428,64,64,64-a,64,pun,0,pray,parish,1.555833381,-0.329569116,0
0,65,65,65-a,65,pun,0,root,root,0,0,0
1437,65,65,65-a,65,pun,0,root,better,-0.653153598,-0.074700608,0
1438,65,65,65-a,65,pun,0,root,different,-0.628259539,0.072262058,0
1439,65,65,65-a,65,pun,0,root,farm,0.785424192,-0.324646459,0
1442,65,65,65-a,65,pun,0,root,make,-0.640564017,-0.136643945,0
1443,65,65,65-a,65,pun,0,root,take,-0.599633919,0.425023793,0
1444,65,65,65-a,65,pun,0,root,tree,1.261934181,-0.493103037,0
1447,65,65,65-a,65,pun,0,root,want,-0.821371667,-0.533964192,0
1448,65,65,65-a,65,pun,0,root,way,-0.54305294,1.57234326,0
0,66,66,1-a,1,depunned,0,prophet,prophet,0,0,0
25,66,66,1-a,1,depunned,0,prophet,nationalism,-0.058351208,-0.021314378,0
26,66,66,1-a,1,depunned,0,prophet,non,-0.650018431,0.76452703,0
27,66,66,1-a,1,depunned,0,prophet,organization,0.123608176,1.344302809,0
0,67,67,2-a,2,depunned,0,pi,pi,0,0,0
33,67,67,2-a,2,depunned,0,pi,get,-0.532050103,-0.213873793,0
34,67,67,2-a,2,depunned,0,pi,large,-0.196874277,0.203214357,0
41,67,67,2-a,2,depunned,0,pi,waistline,-0.7108886,0.520186144,0
0,68,68,3-a,3,depunned,0,knead,knead,0,0,0
56,68,68,3-a,3,depunned,0,knead,basis,-0.724020559,0.363879125,0
58,68,68,3-a,3,depunned,0,knead,cake,0.12823403,-0.555317628,0
63,68,68,3-a,3,depunned,0,knead,know,-0.664626706,-0.08894483,0
66,68,68,3-a,3,depunned,0,knead,mothers,-0.548335746,0.424642178,0
68,68,68,3-a,3,depunned,0,knead,recipes,1.004924966,-0.181518542,0
70,68,68,3-a,3,depunned,0,knead,trade,-0.58008783,0.499910519,0
0,69,69,4-a,4,depunned,0,oar,oar,0,0,0
89,69,69,4-a,4,depunned,0,oar,choose,-0.51196844,1.166963655,0
90,69,69,4-a,4,depunned,0,oar,customer,-0.718695956,-0.604678545,0
