sentenceID,homophoneID,phoneticID,homophone,sentenceType,isOrig,sentence,1
1,1-a,1,prophet,pun,0,"atheism is a non #prophet organization."
2,2-a,2,pi,pun,0,"i get my large circumference from too much #pi."
3,3-a,3,knead,pun,0,"bakers trade bread recipes on a #knead to know basis."
4,4-a,4,oar,pun,0,"the indecisive rower could not choose either #oar."
5,5-a,5,tiers,pun,0,"it was an emotional wedding. even the cake was in #tiers."
6,6-a,6,poll,pun,0,"a new country decided to conduct a flag #poll."
7,7-a,7,bored,pun,0,"at some executive meetings there is a chairman of the #bored."
8,8-a,8,greece,pun,0,"did you know that donuts were first made in #greece?"
9,9-a,9,sine,pun,0,"i always prayed before my trigonometry tests. i was hoping for a #sine from above."
10,10-a,10,principal,pun,0,"it was not school john disliked. it was just the #principal of it."
11,11-a,11,cd,pun,0,"some music stores are in a #cd part of town."
12,12-a,12,hare,pun,0,"the magician got so mad he pulled his #hare out."
13,13-a,13,knotty,pun,0,"the young pine sapling was admonished by his father. apparently he had been #knotty."
14,14-a,14,taut,pun,0,"to learn rope tricks you have to be #taut."
15,15-a,15,marx,pun,0,"i dropped out of communism class because of lousy #marx."
16,16-a,16,hi,pun,0,"a boy who instinctively waves at people has a natural #hi."
17,17-a,17,daze,pun,0,"a teacher having a tough time longs for the end of the school #daze."
18,18-a,18,prose,pun,0,"authors in jail have their #prose and cons."
19,19-a,19,plane,pun,0,"do not expect to eat something fancy when you are flying because it is #plane food."
20,20-a,20,dam,pun,0,"i saw a beaver movie last night. it was the best #dam movie i have ever seen."
21,21-a,21,hertz,pun,0,"my computer is so slow it #hertz."
22,22-a,22,role,pun,0,"the actors had one great movie after another they were on a #role."
23,23-a,23,collar,pun,0,"the man put his name on the neck of his shirt so he would have #collar id."
24,24-a,24,steal,pun,0,"thieves have muscles of #steal."
25,25-a,25,dye,pun,0,"when an actress saw her first strands of gray hair she thought she would #dye."
26,26-a,26,waist,pun,0,"a cardboard belt would be a #waist of paper."
27,27-a,27,feet,pun,0,"being able to fit size fourteen shoes is quite a #feet."
28,28-a,28,aloud,pun,0,"the mime wanted to say something but he was not #aloud."
29,29-a,29,pail,pun,0,"those who carry too many buckets start feeling #pail."
30,30-a,30,manor,pun,0,"a man's home is his castle in a #manor of speaking."
31,31-a,31,cache,pun,0,"an online poker tournament ended suddenly when the computer #cached in its chips."
32,32-a,32,reign,pun,0,"britain is a wet place since the queen has had a long #reign."
33,33-a,33,thyme,pun,0,"herb gardeners who work extra get #thyme and a half."
34,34-a,34,pore,pun,0,"if you say you have bad skin i would say that was a #pore excuse."
35,35-a,35,gilt,pun,0,"people who like gold paint have a #gilt complex."
36,36-a,36,heir,pun,0,"to #heir is human."
37,37-a,37,son,pun,0,"when their boy was little they only got rest after #son down."
38,38-a,38,c's,pun,0,"novice pirates make terrible singers because they cannot hit the high #cs."
39,39-a,39,watt,pun,0,"an electrician is a bright spark who knows whats #watt."
40,40-a,40,razor,pun,0,"when the mayor wanted to slash the budget he turned to a fund #razor."
41,41-a,41,knot,pun,0,"sailors are very intelligent; they know which lines to move and what #knot.  "
42,42-a,42,wood,pun,0,"if you could ask someone anything about trees"
43,43-a,43,grader,pun,0,"in school"
44,44-a,44,eye,pun,0,"i’m blind"
45,45-a,45,cell,pun,0,"we didn’t know whether to keep our biology program or #cell it."
46,46-a,46,scent,pun,0,"it will cost you more than a #scent to get rid of that smell."
47,47-a,47,course,pun,0,"i tried to stick with the class"
48,48-a,48,deer,pun,0,"our pet is very #deer to us."
49,49-a,49,bee,pun,0,"you don’t want to #bee around a hive for too long."
50,50-a,50,brake,pun,0,"you should run really fast"
51,51-a,51,flour,pun,0,"bakers are really nice; they #flour you with kindness."
52,52-a,52,fare,pun,0,"the driver at the toll insisted it wasn’t #fare."
53,53-a,53,heel,pun,0,"he injured his foot and now it just won’t #heel."
54,54-a,54,hymn,pun,0,"i wrote a song about my priest so that i could perform it for #hymn."
55,55-a,55,no's,pun,0,"mother #no’s best."
56,56-a,56,inn,pun,0,"when i stayed overnight at the hotel"
57,57-a,57,idol,pun,0,"we spent some time looking for brad pitt before she realized she didn’t want to #idol."
58,58-a,58,maid,pun,0,"she didn’t want to clean up"
59,59-a,59,nun,pun,0,"when the new church opened"
60,60-a,60,mourning,pun,0,"he cried when he woke up. it was #mourning."
61,61-a,61,meat,pun,0,"said the butcher"
62,62-a,62,reel,pun,0,"the fisherman couldn’t believe what he caught; he didn’t think it was #reel."
63,63-a,63,pear,pun,0,"if i were brave enough to be a fruit farmer"
64,64-a,64,pray,pun,0,"all the birds in the parish were birds of #pray."
65,65-a,65,root,pun,0,"if you want to make it all the way  to a tree farm"
66,1-a,1,prophet,depunned,0,"nationalism is a non #prophet organization."
67,2-a,2,pi,depunned,0,"i get my large waistline from too much #pi."
68,3-a,3,knead,depunned,0,"mothers trade cake recipes on a #knead to know basis."
69,4-a,4,oar,depunned,0,"the indecisive customer could not choose either #oar."
70,5-a,5,tiers,depunned,0,"it was an emotional wedding. even the mother-in-law was in #tiers."
71,6-a,6,poll,depunned,0,"a new country decided to conduct a gallup #poll."
72,7-a,7,bored,depunned,0,"at some executive galas there is a chairman of the #bored."
73,8-a,8,greece,depunned,0,"did you know that dolmas were first made in #greece?"
74,9-a,9,sine,depunned,0,"i always prayed before my biology tests. i was hoping for a #sine from above."
75,10-a,10,principal,depunned,0,"it was not church john disliked. it was just the #principal of it."
76,11-a,11,cd,depunned,0,"some grocery stores are in a #cd part of town."
77,12-a,12,hare,depunned,0,"the professor got so mad he pulled his #hare out."
78,13-a,13,knotty,depunned,0,"the young boy was admonished by his father. apparently he had been #knotty."
79,14-a,14,taut,depunned,0,"to learn skateboard tricks you have to be #taut."
80,15-a,15,marx,depunned,0,"i dropped out of math class because of lousy #marx."
81,16-a,16,hi,depunned,0,"a boy who instinctively takes risks has a natural #hi."
82,17-a,17,daze,depunned,0,"a teacher having a tough time longs for the end of the school #daze."
83,18-a,18,prose,depunned,0,"bankers in jail have their #prose and cons."
84,19-a,19,plane,depunned,0,"do not expect to eat something fancy when you are driving because it is #plane food."
85,20-a,20,dam,depunned,0,"i saw a horror movie last night. it was the best #dam movie i have ever seen."
86,21-a,21,hertz,depunned,0,"my horse is so slow it #hertz."
87,22-a,22,role,depunned,0,"the directors had one great movie after another they were on a #role."
88,23-a,23,collar,depunned,0,"the man put his name on the neck of his shirt so he would have #collar id."
89,24-a,24,steal,depunned,0,"bodybuilders have muscles of #steal."
90,25-a,25,dye,depunned,0,"when an actress saw her first wrinkle she thought she would #dye."
91,26-a,26,waist,depunned,0,"a cardboard fort would be a #waist of paper."
92,27-a,27,feet,depunned,0,"being able to fit size fourteen pants is quite a #feet."
93,28-a,28,aloud,depunned,0,"the intern wanted to say something but he was not #aloud."
94,29-a,29,pail,depunned,0,"those who carry too many burdens start feeling #pail."
95,30-a,30,manor,depunned,0,"a man's family is his anchor in a manor of speaking."
96,31-a,31,cache,depunned,0,"an online poker tournament ended suddenly when the competitor #cached in its chips."
97,32-a,32,reign,depunned,0,"britain is a wet place since the autumn has had a long #reign."
98,33-a,33,thyme,depunned,0,"tomato gardeners who work extra get #thyme and a half."
99,34-a,34,pore,depunned,0,"if you say you have bad teeth i would say that was a #pore excuse."
100,35-a,35,gilt,depunned,0,"people who like purple paint have a #gilt complex."
101,36-a,36,heir,depunned,0,"to #heir is human."
102,37-a,37,son,depunned,0,"when their parrot was little they only got rest after #son down."
103,38-a,38,c's,depunned,0,"novice choristers make terrible singers because they cannot hit the high #cs."
104,39-a,39,watt,depunned,0,"an optometrist is a bright spark who knows whats #watt."
105,40-a,40,razor,depunned,0,"when the mayor wanted to balance the budget he turned to a fund #razor."
106,1-a,1,prophet,nonpun,0,"daniel is a biblical #prophet known for interpreting dreams."
107,2-a,2,pi,nonpun,0,"he can recite the number #pi up to 10 decimal places."
108,3-a,3,knead,nonpun,0,"bakers #knead flour and milk together to make bread dough."
109,4-a,4,oar,nonpun,0,"the fisherman dipped the #oar in the river."
110,5-a,5,tiers,nonpun,0,"boxes are stacked in #tiers in the warehouse."
111,6-a,6,poll,nonpun,0,"pollsters conducted a #poll on the popularity of the political candidates."
112,7-a,7,bored,nonpun,0,"the old man is alone all the time and is #bored to tears."
113,8-a,8,greece,nonpun,0,"#greece is a country in the the southern portion of europe."
114,9-a,9,sine,nonpun,0,"in mathematics"
115,10-a,10,principal,nonpun,0,"ms. wu is the #principal of our local high school."
116,11-a,11,cd,nonpun,0,"i bought a new #cd today with classical music."
117,12-a,12,hare,nonpun,0,"the #hare ran rapidly through the fields."
118,13-a,13,knotty,nonpun,0,"that cabin is made of #knotty pine."
119,14-a,14,taut,nonpun,0,"the clothesline hangs #taut between two poles."
120,15-a,15,marx,nonpun,0,"karl #marx was a german philosopher."
121,16-a,16,hi,nonpun,0,"#hi"
122,17-a,17,daze,nonpun,0,"she was in a #daze after learning the bad news."
123,18-a,18,prose,nonpun,0,"novels and essays are written in #prose."
124,19-a,19,plane,nonpun,0,"our #plane landed at the airport."
125,20-a,20,dam,nonpun,0,"that beaver is building a #dam with logs and sticks."
126,21-a,21,hertz,nonpun,0,"this computer has a processing speed of 33 mega #hertz."
127,22-a,22,role,nonpun,0,"she plays the leading #role in a television show."
128,23-a,23,collar,nonpun,0,"he puts a #collar on his dog before walking it."
129,24-a,24,steal,nonpun,0,"the little boy wanted to #steal his friend''s candy but decided not to."
130,25-a,25,dye,nonpun,0,"some people do not like to #dye their hair."
131,26-a,26,waist,nonpun,0,"she must have a small #waist; look how tiny her belt is!"
132,27-a,27,feet,nonpun,0,"these new shoes are hurting my #feet."
133,28-a,28,aloud,nonpun,0,"the student read her poem #aloud in class."
134,29-a,29,pail,nonpun,0,"a worker filled a #pail with water to clean the floor."
135,30-a,30,manor,nonpun,0,"those wealthy people live in a huge #manor."
136,31-a,31,cache,nonpun,0,"#cached copies of the web pages are stored in the database."
137,32-a,32,reign,nonpun,0,"the #reign of louis xiv of france ended in 1715."
138,33-a,33,thyme,nonpun,0,"one of my favorite meals is chicken in a creamy sauce flavored with #thyme."
139,34-a,34,pore,nonpun,0,"a #pore is a very small opening on the surface of your skin."
140,35-a,35,gilt,nonpun,0,"she covered the frame with #gilt."
141,36-a,36,heir,nonpun,0,"prince william is #heir to the british throne."
142,37-a,37,son,nonpun,0,"they have a #son and a daughter."
143,38-a,38,c's,nonpun,0,"it is hard even for a saprano to sing the high #cs."
144,39-a,39,watt,nonpun,0,"my desk lamp uses a 60 #watt light bulb."
145,40-a,40,razor,nonpun,0,"he used a #razor to shave his beard."
146,41-a,41,knot,nonpun,0,"its easy to tie a double #knot."
147,42-a,42,wood,nonpun,0,"we get our #wood from trees."
148,43-a,43,grader,nonpun,0,"a #grader was hired to score all of the tests."
149,44-a,44,eye,nonpun,0,"i was poked in the #eye."
150,45-a,45,cell,nonpun,0,"we learn about how a single #cell works in biology."
