1,Atheism is a,9228,26587,0.347086922
1,is a non,2190373,476718990,0.004594684
1,a non prophet,103,13466606,7.65E-06
1,non prophet organization,1,239,0.0041841
2,I get my,657848,16498353,0.039873556
2,get my large,309,3878202,7.97E-05
2,my large circumference,1,58134,1.72E-05
2,large circumference from,1,1012,0.000988142
2,circumference from too,1,1768,0.000565611
2,from too much,58261,136605,0.426492442
2,too much pi,1,16705964,5.99E-08
3,Bakers trade bread,697,709,0.983074753
3,trade bread recipes,695,769,0.903771131
3,bread recipes on,1401,30743,0.04557135
3,recipes on a,2458,135285,0.018169051
3,on a knead,754,167105962,4.51E-06
3,a knead to,340,886,0.383747178
3,knead to know,358,2481,0.144296655
3,to know basis,16178,39754084,0.000406952
4,The indecisive rower,1,638,0.001567398
4,indecisive rower could,1,1,1
4,rower could not,1,143,0.006993007
4,could not choose,18984,43613358,0.000435279
4,not choose either,1411,690575,0.002043225
4,choose either oar,1,156845,6.38E-06
5,It was an,1168597,58039544,0.020134497
5,was an emotional,29105,15778143,0.00184464
5,an emotional wedding,83,762107,0.000108909
5,emotional wedding Even,1,406,0.002463054
5,wedding Even the,1,1,1
5,Even the cake,226,2823731,8.00E-05
5,the cake was,20409,852676,0.023935234
5,cake was in,856,65826,0.01300398
5,was in tiers,221,23793684,9.29E-06
6,A new country,2660,9441099,0.000281747
6,new country decided,1,231586,4.32E-06
6,country decided to,2663,4357,0.611200367
6,decided to conduct,30388,17996838,0.001688519
6,to conduct a,1056379,6034363,0.175060566
6,conduct a flag,159,2268548,7.01E-05
6,a flag poll,45,718118,6.27E-05
7,At some executive,1,811965,1.23E-06
7,some executive meetings,1,8894,0.000112435
7,executive meetings there,1,15652,6.39E-05
7,meetings there is,1701,17033,0.099864968
7,there is a,31341553,110560376,0.283479074
7,is a chairman,1559,476718990,3.27E-06
7,a chairman of,15524,95645,0.162308537
7,chairman of the,2534972,3457275,0.733228337
7,of the bored,4403,2766332391,1.59E-06
8,Did you know,7068552,16922110,0.41771103
8,you know that,3898180,45720613,0.085260887
8,know that donuts,1,26949874,3.71E-08
8,that donuts were,43,418,0.102870813
8,donuts were first,1,2330,0.000429185
8,were first made,17114,1005349,0.017022944
8,first made in,18212,257210,0.070805956
8,made in Greece?,3124,12663593,0.000246691
9,I always prayed,1051,5539983,0.000189712
9,always prayed before,192,5972,0.032150033
9,prayed before my,1,11295,8.85E-05
9,before my trigonometry,1,894559,1.12E-06
9,my trigonometry tests,1,308,0.003246753
9,trigonometry tests I,1,41,0.024390244
9,tests I was,1737,48956,0.03548084
9,I was hoping,753207,106686995,0.00705997
9,was hoping for,191932,1026334,0.187007348
9,hoping for a,294869,1008589,0.292357938
9,for a sine,1374,274112498,5.01E-06
9,a sine from,1,89879,1.11E-05
9,sine from above,1,486,0.002057613
10,It was not,3851564,58039544,0.066361031
10,was not school,1075,67427798,1.59E-05
10,not school john,1,27747,3.60E-05
10,school john disliked,1,2115,0.000472813
10,john disliked It,1,1,1
10,disliked It was,1,1,1
10,It was just,776763,58039544,0.013383341
10,was just the,416019,10595030,0.039265486
10,just the principal,1208,11697172,0.000103273
10,the principal of,275921,5407523,0.051025396
10,principal of it,482,677865,0.000711056
11,Some music stores,112,68733,0.001629494
11,music stores are,2114,200226,0.010558069
11,stores are in,7713,1806096,0.004270537
11,are in a,2424398,38941815,0.062256934
11,in a CD,67060,364730082,0.000183862
11,a CD part,54,3043869,1.77E-05
11,CD part of,483,2246,0.215048976
11,part of town,189827,124514243,0.00152454
12,The magician got,1,37255,2.68E-05
12,magician got so,1,154,0.006493506
12,got so mad,9913,598475,0.016563766
12,so mad he,2643,152934,0.017281965
12,mad he pulled,1,9277,0.000107793
12,he pulled his,34407,429920,0.080031169
12,pulled his hare,1,234154,4.27E-06
12,his hare out,1,849,0.001177856
13,The young pine,51,1056599,4.83E-05
13,young pine sapling,1,4676,0.000213858
13,pine sapling was,1,653,0.001531394
13,sapling was admonished,1,904,0.001106195
13,was admonished by,2999,10417,0.287894787
13,admonished by his,686,14900,0.046040268
13,by his father,248461,8881141,0.027976248
13,his father Apparently,1,5693742,1.76E-07
13,father Apparently he,1,1,1
13,Apparently he had,11140,109881,0.101382405
13,he had been,2450186,28266707,0.086680985
13,had been knotty,1,47463128,2.11E-08
14,To learn rope,1,4840981,2.07E-07
14,learn rope tricks,46,345,0.133333333
14,rope tricks you,50,4766,0.010490978
14,tricks you have,1774,55547,0.031936918
14,you have to,14274592,135266690,0.105529247
14,have to be,15271213,115169237,0.132598022
14,to be taut,452,505148997,8.95E-07
15,I dropped out,31437,391829,0.080231427
15,dropped out of,306127,549718,0.556880073
15,out of communism,561,139365988,4.03E-06
15,of communism class,1,250322,3.99E-06
15,communism class because,1,1,1
15,class because of,16408,89075,0.184204322
15,because of lousy,1069,41152103,2.60E-05
15,of lousy Marx,1,15269,6.55E-05
16,A boy who,11404,187886,0.06069638
16,boy who instinctively,1,786427,1.27E-06
16,who instinctively waves,1,5949,0.000168095
16,instinctively waves at,1,1,1
16,waves at people,128,98060,0.001305323
16,at people has,116,345615,0.000335634
16,people has a,10292,222733,0.046207791
16,has a natural,111128,75657099,0.001468838
16,a natural hi,1,5247817,1.91E-07
17,A teacher having,90,224415,0.000401043
17,teacher having a,773,10110,0.076458952
17,having a tough,51044,15574229,0.003277466
17,a tough time,212315,2217467,0.095746633
17,tough time longs,1,262343,3.81E-06
17,time longs for,63,123,0.512195122
17,longs for the,22097,123303,0.179208941
17,for the end,510207,692874802,0.000736362
17,the end of,45438156,63206059,0.718889244
17,end of the,29234349,61106453,0.478416723
17,of the school,3336322,2766332391,0.001206045
17,the school daze,48,19333820,2.48E-06
18,Authors in jail,1,79694,1.25E-05
18,in jail have,1024,1616453,0.000633486
18,jail have their,1,3122,0.000320307
18,have their prose,1,6254408,1.60E-07
18,their prose and,714,7407,0.096395302
18,prose and cons,266,171872,0.001547663
19,Do not expect,346606,74487752,0.004653195
19,not expect to,819708,3699735,0.221558571
19,expect to eat,3344,5653580,0.000591484
19,to eat something,40575,7251478,0.005595411
19,eat something fancy,1,103584,9.65E-06
19,something fancy when,1,6776,0.00014758
19,fancy when you,451,3727,0.121008854
19,when you are,3753463,51811263,0.072444924
19,you are flying,43010,148097077,0.000290418
19,are flying because,152,229757,0.000661569
19,flying because it,420,4688,0.089590444
19,because it is,5744830,26256327,0.21879793
19,it is plane,159,245002494,6.49E-07
19,is plane food,1,3829,0.000261165
20,I saw a,1224055,11485173,0.106576975
20,saw a beaver,569,3862125,0.000147328
20,a beaver movie,1,54245,1.84E-05
20,beaver movie last,1,448,0.002232143
20,movie last night,16880,27243,0.619608707
20,last night It,1205,8415156,0.000143194
20,night It was,1905,17112,0.111325386
20,It was the,3390184,58039544,0.058411624
20,was the best,1563903,65694274,0.023805773
20,the best dam,853,109363237,7.80E-06
20,best dam movie,1,1243,0.000804505
20,dam movie I,1,165,0.006060606
20,movie I have,37742,316021,0.119428772
20,I have ever,2280447,154979958,0.014714464
20,have ever seen,904002,4386416,0.20609126
21,My computer is,46087,203149,0.226863041
21,computer is so,6766,1480496,0.00457009
21,is so slow,43726,15889793,0.002751829
21,so slow it,4753,277763,0.01711171
21,slow it hertz,1,104102,9.61E-06
22,The actors had,1172,141983,0.008254509
22,actors had one,1,17933,5.58E-05
22,had one great,4845,2297763,0.002108573
22,one great movie,1561,406705,0.003838163
22,great movie after,136,296088,0.000459323
22,movie after another,1071,33104,0.032352586
22,after another They,1,997774,1.00E-06
22,another They were,60,1031,0.058195926
22,They were on,60566,9974803,0.006071899
22,were on a,254178,3330871,0.07630977
22,on a role,23904,167105962,0.000143047
23,The man put,2849,2590822,0.001099651
23,man put his,6694,42000,0.159380952
23,put his name,38524,1270756,0.030315812
23,his name on,117847,3594607,0.032784391
23,name on the,694902,1863240,0.372953565
23,on the neck,153454,800328815,0.000191739
23,the neck of,184626,1740039,0.106104518
23,neck of his,8945,397125,0.022524394
23,of his shirt,41214,68835977,0.000598728
23,his shirt so,1325,375493,0.003528694
23,shirt so he,870,16010,0.054341037
23,so he would,129995,4632284,0.02806283
23,he would have,1872945,14547512,0.128746758
23,would have collar,1,46185346,2.17E-08
23,have collar ID,1,641,0.001560062
24,Thieves have muscles,1,3719,0.000268889
24,have muscles of,107,5650,0.018938053
24,muscles of steal,1,279741,3.57E-06
25,When an actress,961,1526776,0.000629431
25,an actress saw,338,330580,0.001022445
25,actress saw her,386,467,0.826552463
25,saw her first,9173,879551,0.010429185
25,her first strands,371,3353575,0.000110628
25,first strands of,728,938,0.776119403
25,strands of gray,1119,455878,0.002454604
25,of gray hair,7164,309293,0.023162503
25,gray hair she,346,99315,0.003483864
25,hair she thought,293,14459,0.020264195
25,she thought she,119411,1104184,0.108144114
25,thought she would,71940,751993,0.095665784
25,she would dye,111,5373471,2.07E-05
26,A cardboard belt,44,7378,0.005963676
26,cardboard belt would,41,432,0.094907407
26,belt would be,2242,8745,0.256375071
26,would be a,9570936,122128306,0.078367876
26,be a waist,1169,106128674,1.10E-05
26,a waist of,11103,77055,0.144091882
26,waist of paper,93,49997,0.001860112
27,Being able to,382324,386475,0.989259331
27,able to fit,93726,100783318,0.000929975
27,to fit size,1449,6898305,0.000210052
27,fit size fourteen,1,7765,0.000128783
27,size fourteen shoes,1,709,0.001410437
27,fourteen shoes is,1,52,0.019230769
27,shoes is quite,118,158926,0.000742484
27,is quite a,679589,7294579,0.093163567
27,quite a feet,630,9226864,6.83E-05
28,The mime wanted,1,7516,0.000133049
28,mime wanted to,1,1,1
28,wanted to say,1032584,27402383,0.03768227
28,to say something,562999,39326911,0.014315871
28,say something but,13387,1748829,0.007654836
28,something but he,3837,168098,0.022825971
28,but he was,1320944,13056191,0.101173765
28,he was not,3135027,57658957,0.054371899
28,was not aloud,1040,67427798,1.54E-05
29,Those who carry,2429,4296266,0.000565375
29,who carry too,117,180397,0.00064857
29,carry too many,2102,12262,0.171423911
29,too many buckets,188,7525634,2.50E-05
29,many buckets start,1,2733,0.000365898
29,buckets start feeling,1,61,0.016393443
29,start feeling pail,1,81436,1.23E-05
30,A mans home,69,4534,0.01521835
30,mans home is,138,918,0.150326797
30,home is his,9276,2086666,0.004445369
30,is his castle,9488,2886361,0.003287184
30,his castle in,3558,62491,0.056936199
30,castle in a,4898,150264,0.032595964
30,in a manor,5734,364730082,1.57E-05
30,a manor of,2733,29866,0.091508739
30,manor of speaking,698,55599,0.012554183
31,An online poker,1376,727138,0.001892351
31,online poker tournament,243994,14637897,0.016668651
31,poker tournament ended,1,1345076,7.43E-07
31,tournament ended suddenly,1,3311,0.000302024
31,ended suddenly when,534,3466,0.15406809
31,suddenly when the,2311,14750,0.156677966
31,when the computer,85135,59007848,0.001442774
31,the computer cached,1,9766564,1.02E-07
31,computer cached in,1,1,1
31,cached in its,368,53254,0.006910279
31,in its chips,2004,31730938,6.32E-05
32,Britain is a,29945,339651,0.088164027
32,is a wet,14973,476718990,3.14E-05
32,a wet place,1144,673912,0.001697551
32,wet place since,1,7927,0.000126151
32,place since the,57291,235926,0.242834618
32,since the queen,532,23264155,2.29E-05
32,the queen has,4382,718205,0.006101322
32,queen has had,147,12684,0.011589404
32,has had a,1677104,6845443,0.244995685
32,had a long,456534,51079136,0.008937778
32,a long reign,2564,29987389,8.55E-05
33,Herb gardeners who,1,40,0.025
33,gardeners who work,296,21854,0.013544431
33,who work extra,353,2163916,0.00016313
33,work extra get,1,39659,2.52E-05
33,extra get thyme,1,702,0.001424501
33,get thyme and,1,1,1
33,thyme and a,1395,52339,0.026653165
33,and a half,4760711,178504444,0.026669986
34,If you say,184026,210252670,0.000875261
34,you say you,400527,6462150,0.061980455
34,say you have,209204,2346696,0.089148317
34,you have bad,122903,135266690,0.000908598
34,have bad skin,704,376603,0.001869343
34,bad skin I,1,14592,6.85E-05
34,skin I would,629,39598,0.015884641
34,I would say,2006368,61619248,0.032560735
34,would say that,915136,4181918,0.218831646
34,say that was,53820,22024273,0.002443667
34,that was a,1584877,33913085,0.046733495
34,was a pore,78,98682950,7.90E-07
34,a pore excuse,1,33668,2.97E-05
35,People who like,59060,4256610,0.013874891
35,who like gold,78,1344356,5.80E-05
35,like gold paint,55,74560,0.000737661
35,gold paint have,1,18446,5.42E-05
35,paint have a,219,3444,0.06358885
35,have a gilt,180,156027480,1.15E-06
35,a gilt complex,57,26481,0.002152487
36,To heir is,56,108,0.518518519
36,heir is human,88,13007,0.006765588
37,When their boy,1,144284,6.93E-06
37,their boy was,396,18952,0.020894892
37,boy was little,171,468874,0.000364704
37,was little they,3797,961428,0.003949334
37,little they only,1,72858,1.37E-05
37,they only got,11376,1214093,0.009369958
37,only got rest,1,597405,1.67E-06
37,got rest after,1,631,0.001584786
37,rest after son,1,64809,1.54E-05
37,after son down,1,6209,0.000161057
38,Novice pirates make,1,1,1
38,pirates make terrible,1,770,0.001298701
38,make terrible singers,1,6367,0.00015706
38,terrible singers because,1,503,0.001988072
38,singers because they,236,1073,0.219944082
38,because they cannot,50,20712023,2.41E-06
38,they cannot hit,1,736,0.001358696
38,cannot hit the,1,1,1
38,hit the high,22699,6332762,0.003584376
38,the high Cs,397,13707064,2.90E-05
39,An electrician is,395,5623,0.070247199
39,electrician is a,499,5954,0.083809204
39,is a bright,109395,476718990,0.000229475
39,a bright spark,2893,1641159,0.001762779
39,bright spark who,399,14336,0.027832031
39,spark who knows,1,618,0.001618123
39,who knows whats,2163,3001733,0.000720584
39,knows whats watt,1,18570,5.39E-05
40,When the mayor,3008,19672833,0.000152901
40,the mayor wanted,702,1126933,0.00062293
40,mayor wanted to,727,1333,0.545386347
40,wanted to slash,577,27402383,2.11E-05
40,to slash the,20476,211414,0.096852621
40,slash the budget,938,43658,0.02148518
40,the budget he,3885,4255300,0.000912979
40,budget he turned,1,9958,0.000100422
40,he turned to,232953,1038193,0.224383135
40,turned to a,98488,3304261,0.029806362
40,to a fund,47627,279146624,0.000170616
40,a fund razor,1,957154,1.04E-06
41,Boyscouts know which,1,1,1
41,know which ropes,1,1602120,6.24E-07
41,which ropes to,42,807,0.05204461
41,ropes to tie,559,37481,0.014914223
41,to tie and,7706,1181989,0.006519519
41,tie and what,128,174530,0.000733398
41,and what knot,62,21228853,2.92E-06
41,what knot ,1,389,0.002570694
41,knot  ,1,1,1
42,If you could,788018,210252670,0.003747957
42,you could ask,106550,18369025,0.005800526
42,could ask someone,2300,467800,0.004916631
42,ask someone anything,1,182810,5.47E-06
42,someone anything about,1,482,0.002074689
42,anything about trees,93,2992066,3.11E-05
42,about trees what,1,31015,3.22E-05
42,trees what wood,1,692,0.001445087
42,what wood you,179,4897,0.036552992
42,wood you ask?,1,15033,6.65E-05
43,The person that,32522,1706686,0.019055644
43,person that Colby,1,1523970,6.56E-07
43,that Colby Jack,1,2702,0.000370096
43,Colby Jack and,114,2634,0.043280182
43,Jack and Cheddar,2982,817334,0.003648447
43,and Cheddar Jr,1,33128,3.02E-05
43,Cheddar Jr were,1,1,1
43,Jr were most,1,809,0.001236094
43,were most afraid,617,632467,0.000975545
43,most afraid of,12413,16169,0.76770363
43,afraid of in,3238,2736513,0.001183258
43,of in school,1964,3328019,0.000590141
43,in school was,12277,4396136,0.00279268
43,school was the,22242,742999,0.029935437
43,was the cheese,1569,65694274,2.39E-05
43,the cheese grader,70,464099,0.00015083
44,Im blind so,1,579,0.001727116
44,blind so eye,1,7798,0.000128238
44,so eye cant,1,4476,0.000223414
44,eye cant see,142,351,0.404558405
45,We didnt know,1207,22206,0.054354679
45,didnt know whether,1254,282829,0.004433774
45,know whether to,111287,1708957,0.065119836
45,whether to keep,32976,3821684,0.008628657
45,to keep our,619469,39321445,0.015753973
45,keep our biology,1,1207940,8.28E-07
45,our biology program,74,12685,0.005833662
45,biology program or,44,9256,0.004753673
45,program or cell,1,1601246,6.25E-07
45,or cell it,1,416616,2.40E-06
46,It will cost,67307,14125800,0.004764827
46,will cost you,288962,1606472,0.179873661
46,cost you more,52932,1044408,0.050681343
46,you more than,340220,2199095,0.154709096
46,more than a,9182685,126525584,0.072575717
46,than a scent,118,25770986,4.58E-06
46,a scent to,1777,83095,0.021385162
46,scent to get,152,32856,0.004626248
46,to get rid,2172892,129571372,0.016769846
46,get rid of,3895667,3978195,0.979254913
46,rid of that,151144,5945568,0.025421289
46,of that smell,1477,35242145,4.19E-05
47,I tried to,2937781,6412198,0.458155066
47,tried to stick,12992,16201427,0.000801905
47,to stick with,368376,1687469,0.218300899
47,stick with the,263972,1317128,0.200414842
47,with the rough,15336,461331348,3.32E-05
47,the rough class,45,769152,5.85E-05
